set	n_cases_init	n_vars_init	missed_genotypes_fraction_init	n_cases_retained	p_val	n_vars_total	n_vars_tested	ma_count	n_cases_with_ma	method_for_p_assessment	rare_vars_tested	common_vars_tested	cutoff
PKP1	483	3	0.0020703933747412	479	0.727982746178719	3	3	NA	NA	NA	3	0	0.0321744726043893
TNNT2	483	1	0.101449275362319	479	0.715368466588695	1	NA	1	1	ER	NA	NA	NA
LAD1	483	4	0.0320910973084886	479	0.544147046435729	4	4	NA	NA	NA	4	0	0.0321744726043893
CSRP1	483	1	0.0041407867494824	479	0.108219976474091	1	NA	2	2	ER	NA	NA	NA
SHISA4	483	1	0.0041407867494824	479	0.157251763412463	1	NA	1	1	ER	NA	NA	NA
TIMM17A	483	1	0.0165631469979296	479	0.657567481809305	1	NA	1	1	ER	NA	NA	NA
RNPEP	483	3	0.00276052449965493	479	0.673190476925636	3	3	NA	NA	NA	3	0	0.0321744726043893
PTPN7	483	1	0.010351966873706	479	0.725022098217627	1	NA	1	1	ER	NA	NA	NA
LGR6	483	2	0.0641821946169772	479	0.818500329502054	2	2	NA	NA	NA	2	0	0.0321744726043893
UBE2T	483	1	0.0041407867494824	479	0.216903828515903	1	NA	1	1	ER	NA	NA	NA
PPP1R12B	483	1	0.05175983436853	479	0.520598415393859	1	NA	5	5	ER	NA	NA	NA
SYT2	483	1	0.0124223602484472	479	0.720554205615025	1	NA	1	1	ER	NA	NA	NA
KDM5B	483	2	0.0817805383022774	479	0.833759743576556	2	2	NA	NA	NA	2	0	0.0321744726043893
CYB5R1	483	1	0.0641821946169772	479	0.715066245803956	1	NA	1	1	ER	NA	NA	NA
PPFIA4	483	3	0.0117322291235335	479	0.786933144100291	3	3	NA	NA	NA	3	0	0.0321744726043893
ADORA1	483	1	0.0372670807453416	479	0.234215015833218	1	NA	1	1	ER	NA	NA	NA
CHIT1	483	4	0.020703933747412	479	0.531343616660955	4	4	NA	NA	NA	3	1	0.0321744726043893
OPTC	483	3	0.00759144237405107	479	0.109621760400291	3	3	NA	NA	NA	3	0	0.0321744726043893
ATP2B4	483	1	0.0062111801242236	479	0.169923173802708	1	NA	3	3	ER	NA	NA	NA
LAX1	483	1	0.0351966873706004	479	0.715697603896519	1	NA	1	1	ER	NA	NA	NA
ZBED6	483	1	0.0041407867494824	479	0.201294848555569	1	NA	1	1	ER	NA	NA	NA
ZC3H11A	483	1	0.0041407867494824	479	0.223230224416223	1	NA	1	1	ER	NA	NA	NA
SOX13	483	1	0.0455486542443064	479	0.146832925230881	1	NA	1	1	ER	NA	NA	NA
GOLT1A	483	1	0.0062111801242236	479	0.219992060989233	1	NA	1	1	ER	NA	NA	NA
PLEKHA6	483	1	0.0041407867494824	479	0.745314899161422	1	NA	1	1	ER	NA	NA	NA
PPP1R15B	483	1	0.0020703933747412	479	0.74664319816079	1	NA	1	1	ER	NA	NA	NA
PIK3C2B	483	1	0.0186335403726708	479	0.18682445914121	1	NA	7	7	ER	NA	NA	NA
LRRN2	483	1	0.0062111801242236	479	0.70083973719542	1	NA	1	1	ER	NA	NA	NA
NFASC	483	2	0.0279503105590062	479	0.242250667871819	2	2	NA	NA	NA	2	0	0.0321744726043893
CNTN2	483	3	0.0697032436162871	479	0.556411213110918	3	3	NA	NA	NA	3	0	0.0321744726043893
DSTYK	483	1	0.134575569358178	479	0.429024615429092	1	NA	3	3	ER	NA	NA	NA
CDK18	483	1	0.0248447204968944	479	0.220933022346138	1	NA	1	1	ER	NA	NA	NA
SLC45A3	483	2	0.0165631469979296	479	0.820763523889238	2	2	NA	NA	NA	2	0	0.0321744726043893
PM20D1	483	3	0.0124223602484472	479	0.596821653467734	3	3	NA	NA	NA	2	1	0.0321744726043893
CTSE	483	2	0.0186335403726708	479	0.834697207511372	2	2	NA	NA	NA	2	0	0.0321744726043893
SRGAP2	483	1	0.0020703933747412	479	0.69682182832818	1	NA	1	1	ER	NA	NA	NA
IL20	483	2	0.087991718426501	479	0.118828868657086	2	2	NA	NA	NA	2	0	0.0321744726043893
IL24	483	2	0.0383022774327122	479	0.255445262942067	2	2	NA	NA	NA	1	1	0.0321744726043893
FAIM3	483	1	0.0082815734989648	479	0.203418027417612	1	NA	1	1	ER	NA	NA	NA
PIGR	483	2	0.0165631469979296	479	0.036885976469076	2	2	NA	NA	NA	2	0	0.0321744726043893
C1orf116	483	3	0.0213940648723257	479	0.286388163854962	3	3	NA	NA	NA	3	0	0.0321744726043893
CD55	483	1	0.0165631469979296	479	0.231908433041037	1	NA	1	1	ER	NA	NA	NA
CR2	483	7	0.0508725229222124	479	0.204640928655459	7	7	NA	NA	NA	7	0	0.0321744726043893
CR1	483	2	0.0393374741200828	479	0.540726816137853	2	2	NA	NA	NA	2	0	0.0321744726043893
CR1L	483	1	0.0041407867494824	479	0.170774799986203	1	NA	3	3	ER	NA	NA	NA
C1orf132	483	1	0.0786749482401656	479	0.69490354136262	1	NA	1	1	ER	NA	NA	NA
CD34	483	1	0.0372670807453416	479	0.196002706929462	1	NA	1	1	ER	NA	NA	NA
PLXNA2	483	6	0.0783298826777088	479	0.556979659696281	5	5	NA	NA	NA	5	0	0.0321744726043893
LAMB3	483	2	0.0031055900621118	479	0.621260991202819	2	2	NA	NA	NA	2	0	0.0321744726043893
TRAF3IP3	483	1	0.0062111801242236	479	0.226314992079865	1	NA	1	1	ER	NA	NA	NA
C1orf74	483	2	0.0113871635610766	479	0.832226795684058	2	2	NA	NA	NA	2	0	0.0321744726043893
SERTAD4	483	2	0.0186335403726708	479	0.759846859482667	2	2	NA	NA	NA	2	0	0.0321744726043893
HHAT	483	3	0.0269151138716356	479	0.449522726588666	3	3	NA	NA	NA	1	2	0.0321744726043893
KCNH1	483	1	0.10351966873706	479	0.695427971636297	1	NA	1	1	ER	NA	NA	NA
RD3	483	2	0.0144927536231884	479	0.525140145320489	2	2	NA	NA	NA	2	0	0.0321744726043893
NEK2	483	1	0.0124223602484472	479	0.690249544622668	1	NA	1	1	ER	NA	NA	NA
INTS7	483	2	0.0890269151138716	479	0.711769318661358	1	1	NA	NA	NA	1	0	0.0321744726043893
PPP2R5A	483	1	0.041407867494824	479	0.730174987411484	1	NA	1	1	ER	NA	NA	NA
TMEM206	483	1	0.031055900621118	479	0.206970342834142	1	NA	1	1	ER	NA	NA	NA
FAM71A	483	2	0.0093167701863354	479	0.778706294084326	2	2	NA	NA	NA	2	0	0.0321744726043893
NSL1	483	1	0.0144927536231884	479	0.16425833471045	1	NA	3	3	ER	NA	NA	NA
VASH2	483	1	0.0041407867494824	479	0.235971903418337	1	NA	1	1	ER	NA	NA	NA
ANGEL2	483	1	0.0041407867494824	479	0.194545691026362	1	NA	1	1	ER	NA	NA	NA
RPS6KC1	483	1	0.101449275362319	479	0.716850701864265	1	NA	1	1	ER	NA	NA	NA
SMYD2	483	1	0.0082815734989648	479	0.700885562023117	1	NA	1	1	ER	NA	NA	NA
PTPN14	483	2	0.0020703933747412	479	0.403410063954166	2	2	NA	NA	NA	2	0	0.0321744726043893
CENPF	483	4	0.126811594202899	479	0.666845528295013	3	3	NA	NA	NA	3	0	0.0321744726043893
USH2A	483	5	0.0302277432712215	479	0.323242568308115	5	5	NA	NA	NA	5	0	0.0321744726043893
GPATCH2	483	1	0.0227743271221532	479	0.576590523399697	NA	NA	39	39	Firth	NA	NA	NA
SPATA17	483	3	0.0655624568668047	479	0.176859005490959	2	2	NA	NA	NA	2	0	0.0321744726043893
RRP15	483	4	0.0439958592132505	479	0.458862756081216	4	4	NA	NA	NA	4	0	0.0321744726043893
TGFB2	483	1	0.0082815734989648	479	0.334961733390134	1	NA	2	2	ER	NA	NA	NA
LYPLAL1	483	2	0.0652173913043478	479	0.171336746403735	2	2	NA	NA	NA	2	0	0.0321744726043893
IARS2	483	2	0.0134575569358178	479	0.782120108124795	2	2	NA	NA	NA	2	0	0.0321744726043893
RAB3GAP2	483	3	0.0365769496204279	479	0.746397169023011	3	3	NA	NA	NA	3	0	0.0321744726043893
MARC2	483	1	0.0020703933747412	479	0.0648545339880039	1	NA	6	6	ER	NA	NA	NA
HHIPL2	483	8	0.00905797101449275	479	0.380584525324211	8	8	NA	NA	NA	8	0	0.0321744726043893
MIA3	483	6	0.0279503105590062	479	0.728981397916246	6	6	NA	NA	NA	6	0	0.0321744726043893
FAM177B	483	1	0.0124223602484472	479	0.708380242424548	1	NA	1	1	ER	NA	NA	NA
TLR5	483	3	0.0082815734989648	479	0.0321289144240159	3	3	NA	NA	NA	1	2	0.0321744726043893
CAPN8	483	2	0.0248447204968944	479	0.286491526729759	2	2	NA	NA	NA	1	1	0.0321744726043893
CAPN2	483	2	0.0341614906832298	479	0.831407851831515	2	2	NA	NA	NA	2	0	0.0321744726043893
TP53BP2	483	2	0.101449275362319	479	0.114982398073223	2	2	NA	NA	NA	1	1	0.0321744726043893
DNAH14	483	13	0.0428412167542602	479	0.928668820113221	13	13	NA	NA	NA	12	1	0.0321744726043893
ENAH	483	2	0.0113871635610766	479	0.104664677049292	2	2	NA	NA	NA	2	0	0.0321744726043893
EPHX1	483	2	0.0144927536231884	479	0.308673868940482	2	2	NA	NA	NA	1	1	0.0321744726043893
TMEM63A	483	2	0.077639751552795	479	0.761002120414196	1	1	NA	NA	NA	1	0	0.0321744726043893
PYCR2	483	1	0.041407867494824	479	0.247883449141903	1	NA	1	1	ER	NA	NA	NA
SDE2	483	1	0.0062111801242236	479	0.2316241502054	1	NA	1	1	ER	NA	NA	NA
PARP1	483	2	0.0062111801242236	479	0.342050070453002	2	2	NA	NA	NA	1	1	0.0321744726043893
PSEN2	483	1	0.0124223602484472	479	0.719201504263692	1	NA	1	1	ER	NA	NA	NA
ADCK3	483	2	0.010351966873706	479	0.455156811805471	2	2	NA	NA	NA	2	0	0.0321744726043893
CDC42BPA	483	1	0.0372670807453416	479	0.219429904413058	1	NA	1	1	ER	NA	NA	NA
ZNF678	483	2	0.100414078674948	479	0.270548849700937	2	2	NA	NA	NA	2	0	0.0321744726043893
PRSS38	483	1	0.031055900621118	479	0.799336860313206	NA	NA	35	35	Firth	NA	NA	NA
C1orf35	483	1	0.180124223602484	479	0.343419387991203	1	NA	2	2	ER	NA	NA	NA
MRPL55	483	1	0.0372670807453416	479	0.716850701864265	1	NA	1	1	ER	NA	NA	NA
GUK1	483	1	0.169772256728778	479	0.223882102921757	1	NA	1	1	ER	NA	NA	NA
GJC2	483	1	0.107660455486542	479	0.223882102921757	1	NA	1	1	ER	NA	NA	NA
OBSCN	483	1	0.0227743271221532	479	0.726070484816554	1	NA	1	1	ER	NA	NA	NA
TMEM78	483	1	0.0476190476190476	479	0.184261392994237	1	NA	1	1	ER	NA	NA	NA
NUP133	483	3	0.0172532781228433	479	0.761821676523571	3	3	NA	NA	NA	3	0	0.0321744726043893
URB2	483	2	0.0082815734989648	479	0.0961158391845107	2	2	NA	NA	NA	2	0	0.0321744726043893
GALNT2	483	1	0.0062111801242236	479	0.245935669060715	1	NA	1	1	ER	NA	NA	NA
PGBD5	483	1	0.0082815734989648	479	0.00453120057233259	1	NA	6	6	ER	NA	NA	NA
AGT	483	3	0.0144927536231884	479	0.819406972585779	3	3	NA	NA	NA	2	1	0.0321744726043893
CAPN9	483	5	0.0331262939958592	479	0.35425979239133	5	5	NA	NA	NA	5	0	0.0321744726043893
C1orf198	483	2	0.0186335403726708	479	0.82722787814399	2	2	NA	NA	NA	2	0	0.0321744726043893
TTC13	483	1	0.0062111801242236	479	0.231055672514896	1	NA	1	1	ER	NA	NA	NA
ARV1	483	1	0.0269151138716356	479	0.209632188304435	1	NA	1	1	ER	NA	NA	NA
FAM89A	483	2	0.0196687370600414	479	0.825287936619492	2	2	NA	NA	NA	2	0	0.0321744726043893
C1orf131	483	1	0.0062111801242236	479	0.674015615952225	1	NA	1	1	ER	NA	NA	NA
GNPAT	483	1	0.0062111801242236	479	0.654097417915752	NA	NA	196	180	Firth	NA	NA	NA
EXOC8	483	2	0.010351966873706	479	0.734117247001753	2	2	NA	NA	NA	2	0	0.0321744726043893
DISC1	483	3	0.0179434092477571	479	0.761846111052602	3	3	NA	NA	NA	2	1	0.0321744726043893
SIPA1L2	483	4	0.041407867494824	479	0.789797068270327	4	4	NA	NA	NA	4	0	0.0321744726043893
MAP10	483	3	0.0082815734989648	479	0.0603030886232814	3	3	NA	NA	NA	3	0	0.0321744726043893
NTPCR	483	1	0.0082815734989648	479	0.24612228515285	1	NA	1	1	ER	NA	NA	NA
PCNXL2	483	5	0.0873706004140787	479	0.11573296197915	4	4	NA	NA	NA	4	0	0.0321744726043893
MLK4	483	3	0.00483091787439614	479	0.697719580562793	3	3	NA	NA	NA	3	0	0.0321744726043893
TARBP1	483	4	0.0377846790890269	479	0.0817418567363979	4	4	NA	NA	NA	4	0	0.0321744726043893
RBM34	483	2	0.0124223602484472	479	0.817535287506418	2	2	NA	NA	NA	2	0	0.0321744726043893
TBCE	483	1	0.0041407867494824	479	0.220107811501659	1	NA	1	1	ER	NA	NA	NA
B3GALNT2	483	1	0.0579710144927536	479	0.216903828515903	1	NA	1	1	ER	NA	NA	NA
LYST	483	3	0.00690131124913734	479	0.758924884242234	3	3	NA	NA	NA	3	0	0.0321744726043893
NID1	483	3	0.0151828847481021	479	0.0353427973689626	3	3	NA	NA	NA	3	0	0.0321744726043893
GPR137B	483	2	0.0300207039337474	479	0.0506556712324497	2	2	NA	NA	NA	2	0	0.0321744726043893
LGALS8	483	2	0.0113871635610766	479	1	2	2	NA	NA	NA	1	1	0.0321744726043893
HEATR1	483	3	0.0296756383712905	479	0.743483230508226	3	3	NA	NA	NA	3	0	0.0321744726043893
ACTN2	483	1	0.0041407867494824	479	0.145048857593742	1	NA	1	1	ER	NA	NA	NA
MTR	483	2	0.0248447204968944	479	0.781941847081064	2	2	NA	NA	NA	2	0	0.0321744726043893
RYR2	483	1	0.082815734989648	479	0.688716121267751	1	NA	1	1	ER	NA	NA	NA
ZP4	483	3	0.0131124913733609	479	0.436794718319377	3	3	NA	NA	NA	3	0	0.0321744726043893
OPN3	483	1	0.0393374741200828	479	0.804637870406237	1	NA	3	3	ER	NA	NA	NA
WDR64	483	2	0.0683229813664596	479	0.527159835774562	2	2	NA	NA	NA	2	0	0.0321744726043893
EXO1	483	8	0.0025879917184265	479	0.455756264980453	8	8	NA	NA	NA	7	1	0.0321744726043893
SDCCAG8	483	1	0.0124223602484472	479	0.202286893166168	1	NA	1	1	ER	NA	NA	NA
C1orf100	483	1	0.010351966873706	479	0.783782962044659	1	NA	3	3	ER	NA	NA	NA
ADSS	483	1	0.0289855072463768	479	0.711469531411495	1	NA	1	1	ER	NA	NA	NA
C1orf101	483	4	0.0201863354037267	479	0.341040675689916	4	4	NA	NA	NA	4	0	0.0321744726043893
HNRNPU	483	1	0.0559006211180124	479	0.668322576128341	1	NA	1	1	ER	NA	NA	NA
ZNF695	483	2	0.0486542443064182	479	0.83429951401818	2	2	NA	NA	NA	2	0	0.0321744726043893
ZNF670	483	1	0.0041407867494824	479	0.721885669493134	1	NA	1	1	ER	NA	NA	NA
ZNF669	483	1	0.0062111801242236	479	0.735017253649983	1	NA	2	2	ER	NA	NA	NA
ZNF124	483	2	0.0248447204968944	479	0.5500936833189	2	2	NA	NA	NA	2	0	0.0321744726043893
NLRP3	483	2	0.0020703933747412	479	0.486937422046081	2	2	NA	NA	NA	2	0	0.0321744726043893
OR2B11	483	1	0.0041407867494824	479	0.706020691111669	1	NA	1	1	ER	NA	NA	NA
GCSAML	483	1	0.0351966873706004	479	0.408529107989379	NA	NA	56	53	Firth	NA	NA	NA
OR2G2	483	4	0.0874741200828157	479	0.799511559973529	4	3	NA	NA	NA	2	1	0.0321744726043893
OR2G3	483	1	0.0372670807453416	479	0.735143706840808	1	NA	1	1	ER	NA	NA	NA
OR13G1	483	1	0.0248447204968944	479	0.735143706840808	1	NA	1	1	ER	NA	NA	NA
OR6F1	483	1	0.0144927536231884	479	0.75610446668225	1	NA	2	2	ER	NA	NA	NA
OR14A2	483	2	0.0734989648033126	479	0.482137459937676	2	2	NA	NA	NA	1	1	0.0321744726043893
OR14K1	483	2	0.056935817805383	479	0.650668789540041	2	2	NA	NA	NA	2	0	0.0321744726043893
TRIM58	483	2	0.0600414078674948	479	0.41860991165277	2	2	NA	NA	NA	1	1	0.0321744726043893
OR2W3	483	4	0.0429606625258799	479	0.522611344521501	4	4	NA	NA	NA	4	0	0.0321744726043893
OR2L8	483	1	0.0248447204968944	479	0.792918274967468	1	NA	3	3	ER	NA	NA	NA
OR2AK2	483	2	0.082815734989648	479	0.824764618430357	2	2	NA	NA	NA	2	0	0.0321744726043893
OR2M3	483	1	0.122153209109731	479	0.272033830113837	1	NA	5	5	ER	NA	NA	NA
OR2M4	483	1	0.05175983436853	479	0.230321863413147	1	NA	1	1	ER	NA	NA	NA
OR2T12	483	1	0.0041407867494824	479	0.701124809904645	1	NA	1	1	ER	NA	NA	NA
OR14C36	483	2	0.125258799171843	479	0.0702308047679949	2	2	NA	NA	NA	1	1	0.0321744726043893
OR2T4	483	2	0.0351966873706004	479	0.178755615638666	2	2	NA	NA	NA	1	1	0.0321744726043893
OR2G6	483	3	0.0117322291235335	479	0.830381889500115	3	3	NA	NA	NA	3	0	0.0321744726043893
OR2T11	483	2	0.036231884057971	479	0.279472794212521	2	2	NA	NA	NA	2	0	0.0321744726043893
OR2T27	483	1	0.0455486542443064	479	0.310883618131589	1	NA	12	12	ER	NA	NA	NA
OR14I1	483	2	0.0279503105590062	479	0.744386193447901	2	2	NA	NA	NA	2	0	0.0321744726043893
LYPD8	483	1	0	479	0.20576206893891	1	NA	1	1	ER	NA	NA	NA
ZNF692	483	1	0.0289855072463768	479	0.673621693257551	1	NA	1	1	ER	NA	NA	NA
TMEM18	483	1	0.0020703933747412	479	0.22191117473103	1	NA	1	1	ER	NA	NA	NA
SNTG2	483	3	0.00966183574879227	479	0.737092780366252	3	3	NA	NA	NA	3	0	0.0321744726043893
TPO	483	3	0.000690131124913734	479	0.755190027086111	3	3	NA	NA	NA	3	0	0.0321744726043893
PXDN	483	2	0.0062111801242236	479	0.837450686940336	2	2	NA	NA	NA	2	0	0.0321744726043893
MYT1L	483	1	0.0041407867494824	479	0.747884894949827	1	NA	2	2	ER	NA	NA	NA
TSSC1	483	1	0.0062111801242236	479	0.242059679926095	1	NA	1	1	ER	NA	NA	NA
TRAPPC12	483	3	0.00552104899930987	479	0.69712827821052	3	3	NA	NA	NA	3	0	0.0321744726043893
ADI1	483	1	0.0538302277432712	479	0.73810234219508	1	NA	2	2	ER	NA	NA	NA
RNASEH1	483	1	0.0082815734989648	479	0.216903828515903	1	NA	1	1	ER	NA	NA	NA
ALLC	483	6	0.0093167701863354	479	0.47268297295402	6	6	NA	NA	NA	6	0	0.0321744726043893
RSAD2	483	1	0.0351966873706004	479	0.20960102602915	1	NA	1	1	ER	NA	NA	NA
RNF144A	483	1	0.0372670807453416	479	0.153860886519941	1	NA	1	1	ER	NA	NA	NA
KIDINS220	483	3	0.0986887508626639	479	0.0317061310805731	3	3	NA	NA	NA	3	0	0.0321744726043893
MBOAT2	483	1	0.115942028985507	479	0.730174987411484	1	NA	1	1	ER	NA	NA	NA
ASAP2	483	1	0.0020703933747412	479	0.652458377767271	1	NA	1	1	ER	NA	NA	NA
ITGB1BP1	483	2	0.0134575569358178	479	0.802717383085768	2	2	NA	NA	NA	2	0	0.0321744726043893
ADAM17	483	1	0.0248447204968944	479	0.166394690672719	1	NA	3	3	ER	NA	NA	NA
TAF1B	483	1	0.010351966873706	479	0.223141949670439	1	NA	1	1	ER	NA	NA	NA
GRHL1	483	1	0.0082815734989648	479	0.705370564928829	1	NA	1	1	ER	NA	NA	NA
KLF11	483	2	0.005175983436853	479	0.0180849998489575	2	2	NA	NA	NA	2	0	0.0321744726043893
ODC1	483	1	0.0496894409937888	479	0.0957787333955702	1	NA	2	2	ER	NA	NA	NA
ROCK2	483	1	0.0703933747412008	479	0.744712101677405	1	NA	2	2	ER	NA	NA	NA
GREB1	483	2	0.0144927536231884	479	0.12937005222421	2	2	NA	NA	NA	2	0	0.0321744726043893
LPIN1	483	2	0.0020703933747412	479	0.158546817729618	2	2	NA	NA	NA	2	0	0.0321744726043893
TRIB2	483	1	0.0020703933747412	479	0.735334917412685	1	NA	1	1	ER	NA	NA	NA
NBAS	483	2	0.0082815734989648	479	0.0842717128925377	2	2	NA	NA	NA	2	0	0.0321744726043893
DDX1	483	1	0.0062111801242236	479	0.646899378515263	1	NA	1	1	ER	NA	NA	NA
RAD51AP2	483	4	0.0124223602484472	479	0.784271044257639	4	4	NA	NA	NA	4	0	0.0321744726043893
SMC6	483	1	0.0848861283643892	479	0.631757160244194	1	NA	1	1	ER	NA	NA	NA
GEN1	483	2	0.0331262939958592	479	0.252857374890054	2	2	NA	NA	NA	0	2	0.0321744726043893
MSGN1	483	1	0.0041407867494824	479	0.728305734326347	1	NA	1	1	ER	NA	NA	NA
NT5C1B	483	1	0.0186335403726708	479	0.732570898440636	1	NA	1	1	ER	NA	NA	NA
TTC32	483	2	0.0062111801242236	479	0.363586891838848	2	2	NA	NA	NA	2	0	0.0321744726043893
WDR35	483	2	0.0072463768115942	479	0.0184830458005249	2	2	NA	NA	NA	2	0	0.0321744726043893
MATN3	483	1	0.0455486542443064	479	0.686182909121521	1	NA	14	14	ER	NA	NA	NA
HS1BP3	483	2	0.0300207039337474	479	0.0287369893142469	2	2	NA	NA	NA	2	0	0.0321744726043893
C2orf43	483	1	0.0662525879917184	479	0.734087042389437	1	NA	1	1	ER	NA	NA	NA
TDRD15	483	3	0.144927536231884	479	0.791380529995601	1	1	NA	NA	NA	1	0	0.0321744726043893
ATAD2B	483	1	0.031055900621118	479	0.732661297194963	1	NA	1	1	ER	NA	NA	NA
C2orf44	483	1	0.010351966873706	479	0.22724925414105	1	NA	1	1	ER	NA	NA	NA
TP53I3	483	1	0.0020703933747412	479	0.657567481809305	1	NA	1	1	ER	NA	NA	NA
FAM228B	483	3	0.0144927536231884	479	0.394434786447489	3	3	NA	NA	NA	3	0	0.0321744726043893
ITSN2	483	1	0.167701863354037	479	0.826737373361332	1	NA	4	4	ER	NA	NA	NA
CENPO	483	4	0.0031055900621118	479	0.798168505306561	4	4	NA	NA	NA	4	0	0.0321744726043893
DNAJC27	483	1	0.0020703933747412	479	0.659810210891334	1	NA	1	1	ER	NA	NA	NA
DNMT3A	483	1	0.0062111801242236	479	0.700533155057066	1	NA	1	1	ER	NA	NA	NA
DTNB	483	2	0.0269151138716356	479	0.811916064333748	2	2	NA	NA	NA	2	0	0.0321744726043893
ASXL2	483	2	0.0320910973084886	479	0.173588359830339	2	2	NA	NA	NA	2	0	0.0321744726043893
GAREML	483	1	0.0144927536231884	479	0.122414354950207	1	NA	2	2	ER	NA	NA	NA
HADHA	483	4	0	479	0.407188161519958	4	4	NA	NA	NA	4	0	0.0321744726043893
HADHB	483	1	0.010351966873706	479	0.237728830138389	1	NA	1	1	ER	NA	NA	NA
GPR113	483	8	0.0191511387163561	479	0.217678770302384	8	8	NA	NA	NA	7	1	0.0321744726043893
DRC1	483	5	0.0211180124223602	479	0.455928817866481	5	5	NA	NA	NA	4	1	0.0321744726043893
OTOF	483	5	0.0385093167701863	479	0.795018291552841	5	5	NA	NA	NA	5	0	0.0321744726043893
C2orf70	483	3	0.0138026224982747	479	0.770963771222037	3	3	NA	NA	NA	3	0	0.0321744726043893
CIB4	483	1	0.0372670807453416	479	0.467402906540274	1	NA	4	4	ER	NA	NA	NA
SLC35F6	483	1	0.0144927536231884	479	0.198654889862347	1	NA	1	1	ER	NA	NA	NA
TMEM214	483	4	0.0020703933747412	479	0.74539581033802	4	4	NA	NA	NA	3	1	0.0321744726043893
KHK	483	2	0.005175983436853	479	0.241926851587691	2	2	NA	NA	NA	2	0	0.0321744726043893
ABHD1	483	5	0.0157349896480331	479	0.424814702848201	5	5	NA	NA	NA	5	0	0.0321744726043893
PREB	483	2	0.0641821946169772	479	0.0556958015855519	2	2	NA	NA	NA	2	0	0.0321744726043893
C2orf53	483	1	0	479	0.475901023832587	1	NA	4	4	ER	NA	NA	NA
SLC5A6	483	1	0.0910973084886128	479	0.726678013881002	1	NA	1	1	ER	NA	NA	NA
ATRAID	483	1	0.0082815734989648	479	0.221744630472225	1	NA	1	1	ER	NA	NA	NA
CAD	483	2	0.015527950310559	479	0.770129746405411	2	2	NA	NA	NA	2	0	0.0321744726043893
DNAJC5G	483	1	0.0186335403726708	479	0.420857001390005	1	NA	3	3	ER	NA	NA	NA
TRIM54	483	1	0.0020703933747412	479	0.198003225405028	1	NA	1	1	ER	NA	NA	NA
GTF3C2	483	1	0.0124223602484472	479	0.249112191927918	1	NA	1	1	ER	NA	NA	NA
EIF2B4	483	1	0.0020703933747412	479	0.714856423890441	1	NA	1	1	ER	NA	NA	NA
SNX17	483	1	0.0165631469979296	479	0.477747259710753	1	NA	4	4	ER	NA	NA	NA
IFT172	483	3	0.0200138026224983	479	0.736416390852207	3	3	NA	NA	NA	3	0	0.0321744726043893
GCKR	483	4	0.0119047619047619	479	0.400721989025355	4	4	NA	NA	NA	3	1	0.0321744726043893
AC109829.1	483	1	0.0289855072463768	479	0.659771774857223	1	NA	1	1	ER	NA	NA	NA
C2orf16	483	2	0.0093167701863354	479	0.219690289989902	2	2	NA	NA	NA	2	0	0.0321744726043893
CCDC121	483	1	0.0041407867494824	479	0.64424371282676	1	NA	11	11	ER	NA	NA	NA
GPN1	483	1	0.0476190476190476	479	0.193759910558544	1	NA	1	1	ER	NA	NA	NA
SUPT7L	483	1	0.0020703933747412	479	0.233689740031292	1	NA	1	1	ER	NA	NA	NA
SLC4A1AP	483	2	0.0424430641821946	479	0.0228229118076862	2	2	NA	NA	NA	2	0	0.0321744726043893
RBKS	483	3	0.0469289164941339	479	0.69771422798534	3	3	NA	NA	NA	3	0	0.0321744726043893
BRE	483	1	0.0041407867494824	479	0.0218656166193075	1	NA	6	6	ER	NA	NA	NA
PLB1	483	11	0.0169395821569735	479	0.236538271865025	11	11	NA	NA	NA	11	0	0.0321744726043893
SPDYA	483	1	0.010351966873706	479	0.70966136098675	1	NA	1	1	ER	NA	NA	NA
TRMT61B	483	2	0.0124223602484472	479	0.00110568236916643	2	2	NA	NA	NA	2	0	0.0321744726043893
FAM179A	483	7	0.023365868086365	479	0.352299473440906	7	7	NA	NA	NA	7	0	0.0321744726043893
C2orf71	483	5	0.0434782608695652	479	0.504282424745979	5	4	NA	NA	NA	3	1	0.0321744726043893
CLIP4	483	2	0.0734989648033126	479	0.262270285568198	2	2	NA	NA	NA	2	0	0.0321744726043893
LCLAT1	483	1	0.0144927536231884	479	0.673621693257551	1	NA	1	1	ER	NA	NA	NA
CAPN13	483	6	0.0293305728088337	479	0.525044289473688	6	6	NA	NA	NA	6	0	0.0321744726043893
GALNT14	483	1	0.0124223602484472	479	0.728433646780713	1	NA	2	2	ER	NA	NA	NA
CAPN14	483	3	0.054520358868185	479	0.689313992928135	3	3	NA	NA	NA	3	0	0.0321744726043893
XDH	483	8	0.0072463768115942	479	0.854780671270019	8	8	NA	NA	NA	8	0	0.0321744726043893
SPAST	483	1	0.0020703933747412	479	0.74449065411444	1	NA	2	2	ER	NA	NA	NA
TTC27	483	2	0.0279503105590062	479	0.836412801158901	2	2	NA	NA	NA	2	0	0.0321744726043893
LTBP1	483	5	0.05175983436853	479	0.816472924296451	5	5	NA	NA	NA	5	0	0.0321744726043893
FAM98A	483	2	0.0031055900621118	479	0.761921933955159	2	2	NA	NA	NA	2	0	0.0321744726043893
CRIM1	483	1	0.0020703933747412	479	0.757027701916548	1	NA	2	2	ER	NA	NA	NA
FEZ2	483	4	0.0300207039337474	479	0.0107207751955896	4	4	NA	NA	NA	4	0	0.0321744726043893
