set	n_cases_init	n_vars_init	missed_genotypes_fraction_init	n_cases_retained	n_vars_retained	n_vars_retained_cr	burden_skatw	burden_mbw	burden_lw	skat_skatw	skat_mbw	skat_lw	skato_skatw	skato_mbw	skato_lw	cr_skat	cr_burden	min_p
OR2L8	483	1	0.0248447204968944	479	1	1	0.792918274967468	0.792918274967468	0.792918274967468	0.792918274967468	0.792918274967468	0.792918274967468	0.792918274967468	0.792918274967468	0.792918274967468	0.792918274967468	0.792918274967468	0.792918274967468
OR2AK2	483	2	0.082815734989648	479	2	2	0.709060833840966	0.839444326802422	0.774252580321694	0.839444326802422	0.839444326802422	0.839444326802422	0.839444326802422	0.839444326802422	0.839444326802422	0.81846490272292	0.824764618430357	0.709060833840966
OR2M3	483	1	0.122153209109731	479	1	1	0.272033830113837	0.272033830113837	0.272033830113837	0.272033830113837	0.272033830113837	0.272033830113837	0.272033830113837	0.272033830113837	0.272033830113837	0.272033830113837	0.272033830113837	0.272033830113837
OR2M4	483	1	0.05175983436853	479	1	1	0.230321863413147	0.230321863413147	0.230321863413147	0.230321863413147	0.230321863413147	0.230321863413147	0.230321863413147	0.230321863413147	0.230321863413147	0.230321863413147	0.230321863413147	0.230321863413147
OR2T12	483	1	0.0041407867494824	479	1	1	0.701124809904645	0.701124809904645	0.701124809904645	0.701124809904645	0.701124809904645	0.701124809904645	0.701124809904645	0.701124809904645	0.701124809904645	0.701124809904645	0.701124809904645	0.701124809904645
OR14C36	483	2	0.125258799171843	479	2	2	0.370756427467929	0.686884465235312	0.370705742171736	0.370705741209053	0.0872332476619522	0.370705742171736	0.370708537218129	0.113110780994801	0.370701969576247	0.0702308047679949	0.0702308047679949	0.0702308047679949
OR2T4	483	2	0.0351966873706004	479	2	2	0.737703794409822	0.754792493907624	0.737677458989189	0.737677458744869	0.176048764328192	0.737677458989189	0.737701057206674	0.236531721484136	0.7376751018381	0.178755615638666	0.178755615638666	0.176048764328192
OR2G6	483	3	0.0117322291235335	479	2	3	0.744673159821626	0.744673159821626	0.744673159821626	0.834398022489907	0.834398022489907	0.834398022489907	0.834398022489907	0.834398022489907	0.834398022489907	0.816807539602777	0.830381889500115	0.744673159821626
OR2T11	483	2	0.036231884057971	479	2	2	0.254356489231927	0.254356489231927	0.20694335269111	0.483146870888854	0.415103852581164	0.397640629363711	0.332924831115564	0.371017936099891	0.262791304072127	0.413275263785725	0.279472794212521	0.20694335269111
OR2T27	483	1	0.0455486542443064	479	1	1	0.310883618131589	0.310883618131589	0.310883618131589	0.310883618131589	0.310883618131589	0.310883618131589	0.310883618131589	0.310883618131589	0.310883618131589	0.310883618131589	0.310883618131589	0.310883618131589
OR14I1	483	2	0.0279503105590062	479	2	2	0.913766812364026	0.913766812364026	0.913766812364026	0.420179795902259	0.420179795902259	0.420179795902259	0.420179795902259	0.420179795902259	0.420179795902259	0.312604905214457	0.744386193447901	0.312604905214457
LYPD8	483	1	0	479	1	1	0.20576206893891	0.20576206893891	0.20576206893891	0.20576206893891	0.20576206893891	0.20576206893891	0.20576206893891	0.20576206893891	0.20576206893891	0.20576206893891	0.20576206893891	0.20576206893891
ZNF692	483	1	0.0289855072463768	479	1	1	0.673621693257551	0.673621693257551	0.673621693257551	0.673621693257551	0.673621693257551	0.673621693257551	0.673621693257551	0.673621693257551	0.673621693257551	0.673621693257551	0.673621693257551	0.673621693257551
TMEM18	483	1	0.0020703933747412	479	1	1	0.22191117473103	0.22191117473103	0.22191117473103	0.22191117473103	0.22191117473103	0.22191117473103	0.22191117473103	0.22191117473103	0.22191117473103	0.22191117473103	0.22191117473103	0.22191117473103
SNTG2	483	3	0.00966183574879227	479	3	3	0.798358672844045	0.798358672844045	0.798358672844045	0.723281669631837	0.723281669631837	0.723281669631837	0.913721448760506	0.913721448760506	0.913721448760506	0.688301519093886	0.737092780366252	0.688301519093886
TPO	483	3	0.000690131124913734	479	3	3	0.792639786530257	0.792639786530257	0.792639786530257	0.334135323170659	0.334135323170659	0.334135323170659	0.504954905025477	0.504954905025477	0.504954905025477	0.284701913938626	0.755190027086111	0.284701913938626
PXDN	483	2	0.0062111801242236	479	2	2	0.747346488840592	0.747346488840592	0.747346488840592	0.103149587579721	0.103149587579721	0.103149587579721	0.103149587579721	0.103149587579721	0.103149587579721	0.128789235373158	0.837450686940336	0.103149587579721
MYT1L	483	1	0.0041407867494824	479	1	1	0.747884894949827	0.747884894949827	0.747884894949827	0.747884894949827	0.747884894949827	0.747884894949827	0.747884894949827	0.747884894949827	0.747884894949827	0.747884894949827	0.747884894949827	0.747884894949827
TSSC1	483	1	0.0062111801242236	479	1	1	0.242059679926095	0.242059679926095	0.242059679926095	0.242059679926095	0.242059679926095	0.242059679926095	0.242059679926095	0.242059679926095	0.242059679926095	0.242059679926095	0.242059679926095	0.242059679926095
TRAPPC12	483	3	0.00552104899930987	479	3	3	0.42761896637971	0.42761896637971	0.42761896637971	0.223893880332861	0.223893880332861	0.223893880332861	0.464742376179256	0.464742376179256	0.464742376179256	0.209919692049185	0.69712827821052	0.209919692049185
ADI1	483	1	0.0538302277432712	479	1	1	0.73810234219508	0.73810234219508	0.73810234219508	0.73810234219508	0.73810234219508	0.73810234219508	0.73810234219508	0.73810234219508	0.73810234219508	0.73810234219508	0.73810234219508	0.73810234219508
RNASEH1	483	1	0.0082815734989648	479	1	1	0.216903828515903	0.216903828515903	0.216903828515903	0.216903828515903	0.216903828515903	0.216903828515903	0.216903828515903	0.216903828515903	0.216903828515903	0.216903828515903	0.216903828515903	0.216903828515903
ALLC	483	6	0.0093167701863354	479	6	6	0.323197131771219	0.323197131771219	0.323197131771219	0.845522265782275	0.845522265782275	0.845522265782275	0.597433300996988	0.597433300996988	0.597433300996988	0.818341165478002	0.47268297295402	0.323197131771219
RSAD2	483	1	0.0351966873706004	479	1	1	0.20960102602915	0.20960102602915	0.20960102602915	0.20960102602915	0.20960102602915	0.20960102602915	0.20960102602915	0.20960102602915	0.20960102602915	0.20960102602915	0.20960102602915	0.20960102602915
RNF144A	483	1	0.0372670807453416	479	1	1	0.153860886519941	0.153860886519941	0.153860886519941	0.153860886519941	0.153860886519941	0.153860886519941	0.153860886519941	0.153860886519941	0.153860886519941	0.153860886519941	0.153860886519941	0.153860886519941
KIDINS220	483	3	0.0986887508626639	479	3	3	0.165632921212901	0.165632921212901	0.165632921212901	0.371612016186556	0.371612016186556	0.371612016186556	0.219166844598792	0.219166844598792	0.219166844598792	0.336462000045438	0.0317061310805731	0.0317061310805731
MBOAT2	483	1	0.115942028985507	479	1	1	0.730174987411484	0.730174987411484	0.730174987411484	0.730174987411484	0.730174987411484	0.730174987411484	0.730174987411484	0.730174987411484	0.730174987411484	0.730174987411484	0.730174987411484	0.730174987411484
ASAP2	483	1	0.0020703933747412	479	1	1	0.652458377767271	0.652458377767271	0.652458377767271	0.652458377767271	0.652458377767271	0.652458377767271	0.652458377767271	0.652458377767271	0.652458377767271	0.652458377767271	0.652458377767271	0.652458377767271
ITGB1BP1	483	2	0.0134575569358178	479	2	2	0.728307237053643	0.728307237053643	0.728307237053643	0.825725192528924	0.825725192528924	0.825725192528924	0.825725192528924	0.825725192528924	0.825725192528924	0.85869777931492	0.802717383085768	0.728307237053643
ADAM17	483	1	0.0248447204968944	479	1	1	0.166394690672719	0.166394690672719	0.166394690672719	0.166394690672719	0.166394690672719	0.166394690672719	0.166394690672719	0.166394690672719	0.166394690672719	0.166394690672719	0.166394690672719	0.166394690672719
TAF1B	483	1	0.010351966873706	479	1	1	0.223141949670439	0.223141949670439	0.223141949670439	0.223141949670439	0.223141949670439	0.223141949670439	0.223141949670439	0.223141949670439	0.223141949670439	0.223141949670439	0.223141949670439	0.223141949670439
GRHL1	483	1	0.0082815734989648	479	1	1	0.705370564928829	0.705370564928829	0.705370564928829	0.705370564928829	0.705370564928829	0.705370564928829	0.705370564928829	0.705370564928829	0.705370564928829	0.705370564928829	0.705370564928829	0.705370564928829
KLF11	483	2	0.005175983436853	479	2	2	0.0716949883738484	0.0716949883738484	0.0716949883738484	0.0716949883738484	0.0716949883738484	0.0716949883738484	0.0716949883738484	0.0716949883738484	0.0716949883738484	0.0646109408759909	0.0180849998489575	0.0180849998489575
ODC1	483	1	0.0496894409937888	479	1	1	0.0957787333955702	0.0957787333955702	0.0957787333955702	0.0957787333955702	0.0957787333955702	0.0957787333955702	0.0957787333955702	0.0957787333955702	0.0957787333955702	0.0957787333955702	0.0957787333955702	0.0957787333955702
ROCK2	483	1	0.0703933747412008	479	1	1	0.744712101677405	0.744712101677405	0.744712101677405	0.744712101677405	0.744712101677405	0.744712101677405	0.744712101677405	0.744712101677405	0.744712101677405	0.744712101677405	0.744712101677405	0.744712101677405
GREB1	483	2	0.0144927536231884	479	2	2	0.122203569634259	0.122203569634259	0.122203569634259	0.325648559605741	0.325648559605741	0.325648559605741	0.325648559605741	0.325648559605741	0.325648559605741	0.386824361699881	0.12937005222421	0.122203569634259
LPIN1	483	2	0.0020703933747412	479	2	2	0.370940617177073	0.370940617177073	0.370940617177073	0.580175288123925	0.580175288123925	0.580175288123925	0.580175288123925	0.580175288123925	0.580175288123925	0.46342619526964	0.158546817729618	0.158546817729618
TRIB2	483	1	0.0020703933747412	479	1	1	0.735334917412685	0.735334917412685	0.735334917412685	0.735334917412685	0.735334917412685	0.735334917412685	0.735334917412685	0.735334917412685	0.735334917412685	0.735334917412685	0.735334917412685	0.735334917412685
NBAS	483	2	0.0082815734989648	479	2	2	0.104432731748204	0.104432731748204	0.104432731748204	0.104432731748204	0.104432731748204	0.104432731748204	0.104432731748204	0.104432731748204	0.104432731748204	0.126168558770816	0.0842717128925377	0.0842717128925377
DDX1	483	1	0.0062111801242236	479	1	1	0.646899378515263	0.646899378515263	0.646899378515263	0.646899378515263	0.646899378515263	0.646899378515263	0.646899378515263	0.646899378515263	0.646899378515263	0.646899378515263	0.646899378515263	0.646899378515263
RAD51AP2	483	4	0.0124223602484472	479	4	4	0.879565447843419	0.879565447843419	0.879565447843419	0.536340338445033	0.536340338445033	0.536340338445033	0.923359385079947	0.923359385079947	0.923359385079947	0.680675253084914	0.784271044257639	0.536340338445033
SMC6	483	1	0.0848861283643892	479	1	1	0.631757160244194	0.631757160244194	0.631757160244194	0.631757160244194	0.631757160244194	0.631757160244194	0.631757160244194	0.631757160244194	0.631757160244194	0.631757160244194	0.631757160244194	0.631757160244194
GEN1	483	2	0.0331262939958592	479	2	2	0.3562212260869	0.264122027430496	0.680680029237946	0.517028730044006	0.398496786315316	0.752133766116854	0.46704580856822	0.365131779124901	0.761141150030803	0.363829661284664	0.252857374890054	0.252857374890054
MSGN1	483	1	0.0041407867494824	479	1	1	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347
NT5C1B	483	1	0.0186335403726708	479	1	1	0.732570898440636	0.732570898440636	0.732570898440636	0.732570898440636	0.732570898440636	0.732570898440636	0.732570898440636	0.732570898440636	0.732570898440636	0.732570898440636	0.732570898440636	0.732570898440636
TTC32	483	2	0.0062111801242236	479	2	2	0.329342941138374	0.329342941138374	0.329342941138374	0.811619063987811	0.811619063987811	0.811619063987811	0.502715635254714	0.502715635254714	0.502715635254714	0.790931088468841	0.363586891838848	0.329342941138374
WDR35	483	2	0.0072463768115942	479	2	2	0.0281193696645495	0.0281193696645495	0.0281193696645495	0.133511845324337	0.0720308009335371	0.133511845324337	0.133511845324337	0.0720308009335371	0.133511845324337	0.0442579290081941	0.0184830458005249	0.0184830458005249
MATN3	483	1	0.0455486542443064	479	1	1	0.686182909121521	0.686182909121521	0.686182909121521	0.686182909121521	0.686182909121521	0.686182909121521	0.686182909121521	0.686182909121521	0.686182909121521	0.686182909121521	0.686182909121521	0.686182909121521
HS1BP3	483	2	0.0300207039337474	479	2	2	0.0321018797871998	0.0379008857985453	0.0209413678070322	0.0246873801069281	0.038782705831767	0.0189477256770864	0.0262043399480814	0.0495778592144492	0.0180847064355721	0.0253131712934259	0.0287369893142469	0.0180847064355721
C2orf43	483	1	0.0662525879917184	479	1	1	0.734087042389437	0.734087042389437	0.734087042389437	0.734087042389437	0.734087042389437	0.734087042389437	0.734087042389437	0.734087042389437	0.734087042389437	0.734087042389437	0.734087042389437	0.734087042389437
TDRD15	483	3	0.144927536231884	479	1	1	0.715697603896519	0.715697603896519	0.715697603896519	0.715697603896519	0.715697603896519	0.715697603896519	0.715697603896519	0.715697603896519	0.715697603896519	0.791380529995601	0.791380529995601	0.715697603896519
ATAD2B	483	1	0.031055900621118	479	1	1	0.732661297194963	0.732661297194963	0.732661297194963	0.732661297194963	0.732661297194963	0.732661297194963	0.732661297194963	0.732661297194963	0.732661297194963	0.732661297194963	0.732661297194963	0.732661297194963
C2orf44	483	1	0.010351966873706	479	1	1	0.22724925414105	0.22724925414105	0.22724925414105	0.22724925414105	0.22724925414105	0.22724925414105	0.22724925414105	0.22724925414105	0.22724925414105	0.22724925414105	0.22724925414105	0.22724925414105
TP53I3	483	1	0.0020703933747412	479	1	1	0.657567481809305	0.657567481809305	0.657567481809305	0.657567481809305	0.657567481809305	0.657567481809305	0.657567481809305	0.657567481809305	0.657567481809305	0.657567481809305	0.657567481809305	0.657567481809305
FAM228B	483	3	0.0144927536231884	479	3	3	0.415955862394538	0.520679276701865	0.748874602836553	0.337009046941344	0.337009046941344	0.332212564058956	0.444442231106716	0.518524599177379	0.607282284525583	0.348233153991648	0.394434786447489	0.332212564058956
ITSN2	483	1	0.167701863354037	479	1	1	0.826737373361332	0.826737373361332	0.826737373361332	0.826737373361332	0.826737373361332	0.826737373361332	0.826737373361332	0.826737373361332	0.826737373361332	0.826737373361332	0.826737373361332	0.826737373361332
CENPO	483	4	0.0031055900621118	479	4	4	0.966661522440761	0.701389869633371	0.966661522440761	0.329610359044388	0.390404506452664	0.329610359044388	0.540786656381176	0.533144728019369	0.474446515049978	0.387986183504522	0.798168505306561	0.329610359044388
DNAJC27	483	1	0.0020703933747412	479	1	1	0.659810210891334	0.659810210891334	0.659810210891334	0.659810210891334	0.659810210891334	0.659810210891334	0.659810210891334	0.659810210891334	0.659810210891334	0.659810210891334	0.659810210891334	0.659810210891334
DNMT3A	483	1	0.0062111801242236	479	1	1	0.700533155057066	0.700533155057066	0.700533155057066	0.700533155057066	0.700533155057066	0.700533155057066	0.700533155057066	0.700533155057066	0.700533155057066	0.700533155057066	0.700533155057066	0.700533155057066
DTNB	483	2	0.0269151138716356	479	2	2	0.757835448382879	0.757835448382879	0.757835448382879	0.278656528875264	0.278656528875264	0.278656528875264	0.278656528875264	0.278656528875264	0.278656528875264	0.301147972702231	0.811916064333748	0.278656528875264
ASXL2	483	2	0.0320910973084886	479	2	2	0.175799985142199	0.32854063741601	0.175799985142199	0.0377694006366028	0.067202785976808	0.0377694006366028	0.0377694006366028	0.067202785976808	0.0377694006366028	0.0188753110412483	0.173588359830339	0.0188753110412483
GAREML	483	1	0.0144927536231884	479	1	1	0.122414354950207	0.122414354950207	0.122414354950207	0.122414354950207	0.122414354950207	0.122414354950207	0.122414354950207	0.122414354950207	0.122414354950207	0.122414354950207	0.122414354950207	0.122414354950207
HADHA	483	4	0	479	NA	4	0.509773186158771	0.357930015567661	0.509773186158771	0.703548056198887	0.703548056198887	0.703548056198887	0.715280014873995	0.641860414146168	NA	0.749681138617214	0.407188161519958	0.357930015567661
HADHB	483	1	0.010351966873706	479	1	1	0.237728830138389	0.237728830138389	0.237728830138389	0.237728830138389	0.237728830138389	0.237728830138389	0.237728830138389	0.237728830138389	0.237728830138389	0.237728830138389	0.237728830138389	0.237728830138389
GPR113	483	8	0.0191511387163561	479	8	8	0.123615381034687	0.219253060663001	0.0744943531192766	0.461633784101126	0.632854012687091	0.171545779729481	0.204993016974881	0.34731380888541	0.114649529858967	0.335996354652391	0.217678770302384	0.0744943531192766
DRC1	483	5	0.0211180124223602	479	5	5	0.6486661149534	0.550424293935044	0.826228236232645	0.503771981621284	0.461121238675212	0.541600524307928	0.66450220798841	0.62767257553175	0.674844739283532	0.448083725026857	0.455928817866481	0.448083725026857
OTOF	483	5	0.0385093167701863	479	5	5	0.823254424880929	0.823254424880929	0.823254424880929	0.696767663031277	0.696767663031277	0.696767663031277	0.856885962364249	0.856885962364249	0.856885962364249	0.622659639845667	0.795018291552841	0.622659639845667
C2orf70	483	3	0.0138026224982747	479	3	3	0.757198879391773	0.935787445538392	0.718013750877309	0.685373424583172	0.773658719481385	0.685373424583172	0.86195877786173	0.970853939176718	0.792013747406456	0.72459178551621	0.770963771222037	0.685373424583172
CIB4	483	1	0.0372670807453416	479	1	1	0.467402906540274	0.467402906540274	0.467402906540274	0.467402906540274	0.467402906540274	0.467402906540274	0.467402906540274	0.467402906540274	0.467402906540274	0.467402906540274	0.467402906540274	0.467402906540274
SLC35F6	483	1	0.0144927536231884	479	1	1	0.198654889862347	0.198654889862347	0.198654889862347	0.198654889862347	0.198654889862347	0.198654889862347	0.198654889862347	0.198654889862347	0.198654889862347	0.198654889862347	0.198654889862347	0.198654889862347
TMEM214	483	4	0.0020703933747412	479	4	4	0.744316329319128	0.853649163051529	0.757009971306941	1	0.955998218471258	0.970169949131561	0.878920264544379	1	0.886457696692855	0.868341840877634	0.74539581033802	0.744316329319128
KHK	483	2	0.005175983436853	479	2	2	0.356442719707988	0.356442719707988	0.356442719707988	0.854197420937064	0.854197420937064	0.854197420937064	0.356442719707988	0.356442719707988	0.356442719707988	0.761951303762945	0.241926851587691	0.241926851587691
ABHD1	483	5	0.0157349896480331	479	5	5	0.406320222483504	0.434843413549432	0.48512746503414	0.652131139298416	0.639640698980338	0.694482338619778	0.591308708249133	0.654825510525838	0.631178721883845	0.622175856765755	0.424814702848201	0.406320222483504
PREB	483	2	0.0641821946169772	479	2	2	0.0958760274999383	0.0958760274999383	0.0958760274999383	0.0958760274999383	0.0958760274999383	0.0958760274999383	0.0958760274999383	0.0958760274999383	0.0958760274999383	0.0899027195107748	0.0556958015855519	0.0556958015855519
C2orf53	483	1	0	479	1	1	0.475901023832587	0.475901023832587	0.475901023832587	0.475901023832587	0.475901023832587	0.475901023832587	0.475901023832587	0.475901023832587	0.475901023832587	0.475901023832587	0.475901023832587	0.475901023832587
SLC5A6	483	1	0.0910973084886128	479	1	1	0.726678013881002	0.726678013881002	0.726678013881002	0.726678013881002	0.726678013881002	0.726678013881002	0.726678013881002	0.726678013881002	0.726678013881002	0.726678013881002	0.726678013881002	0.726678013881002
ATRAID	483	1	0.0082815734989648	479	1	1	0.221744630472225	0.221744630472225	0.221744630472225	0.221744630472225	0.221744630472225	0.221744630472225	0.221744630472225	0.221744630472225	0.221744630472225	0.221744630472225	0.221744630472225	0.221744630472225
CAD	483	2	0.015527950310559	479	2	2	0.73392926752326	0.73392926752326	0.73392926752326	0.828595205822072	0.828595205822072	0.828595205822072	0.828595205822072	0.828595205822072	0.828595205822072	0.867691733145143	0.770129746405411	0.73392926752326
DNAJC5G	483	1	0.0186335403726708	479	1	1	0.420857001390005	0.420857001390005	0.420857001390005	0.420857001390005	0.420857001390005	0.420857001390005	0.420857001390005	0.420857001390005	0.420857001390005	0.420857001390005	0.420857001390005	0.420857001390005
TRIM54	483	1	0.0020703933747412	479	1	1	0.198003225405028	0.198003225405028	0.198003225405028	0.198003225405028	0.198003225405028	0.198003225405028	0.198003225405028	0.198003225405028	0.198003225405028	0.198003225405028	0.198003225405028	0.198003225405028
GTF3C2	483	1	0.0124223602484472	479	1	1	0.249112191927918	0.249112191927918	0.249112191927918	0.249112191927918	0.249112191927918	0.249112191927918	0.249112191927918	0.249112191927918	0.249112191927918	0.249112191927918	0.249112191927918	0.249112191927918
EIF2B4	483	1	0.0020703933747412	479	1	1	0.714856423890441	0.714856423890441	0.714856423890441	0.714856423890441	0.714856423890441	0.714856423890441	0.714856423890441	0.714856423890441	0.714856423890441	0.714856423890441	0.714856423890441	0.714856423890441
SNX17	483	1	0.0165631469979296	479	1	1	0.477747259710753	0.477747259710753	0.477747259710753	0.477747259710753	0.477747259710753	0.477747259710753	0.477747259710753	0.477747259710753	0.477747259710753	0.477747259710753	0.477747259710753	0.477747259710753
IFT172	483	3	0.0200138026224983	479	3	3	0.787707293270355	0.787707293270355	0.787707293270355	0.883101782631096	0.883101782631096	0.883101782631096	0.883101782631096	0.883101782631096	0.883101782631096	0.868196645972875	0.736416390852207	0.736416390852207
GCKR	483	4	0.0119047619047619	479	4	4	0.292888682537964	0.173561456649773	0.292832409849684	0.592600109333888	0.791976406650573	0.560275454824669	0.406588796991431	0.268649098197678	0.402988921056368	0.599359913100932	0.400721989025355	0.173561456649773
AC109829.1	483	1	0.0289855072463768	479	1	1	0.659771774857223	0.659771774857223	0.659771774857223	0.659771774857223	0.659771774857223	0.659771774857223	0.659771774857223	0.659771774857223	0.659771774857223	0.659771774857223	0.659771774857223	0.659771774857223
C2orf16	483	2	0.0093167701863354	479	2	2	0.327428984229572	0.327428984229572	0.327428984229572	0.459913519272798	0.459913519272798	0.459913519272798	0.459913519272798	0.459913519272798	0.459913519272798	0.496340292324505	0.219690289989902	0.219690289989902
CCDC121	483	1	0.0041407867494824	479	1	1	0.64424371282676	0.64424371282676	0.64424371282676	0.64424371282676	0.64424371282676	0.64424371282676	0.64424371282676	0.64424371282676	0.64424371282676	0.64424371282676	0.64424371282676	0.64424371282676
GPN1	483	1	0.0476190476190476	479	1	1	0.193759910558544	0.193759910558544	0.193759910558544	0.193759910558544	0.193759910558544	0.193759910558544	0.193759910558544	0.193759910558544	0.193759910558544	0.193759910558544	0.193759910558544	0.193759910558544
SUPT7L	483	1	0.0020703933747412	479	1	1	0.233689740031292	0.233689740031292	0.233689740031292	0.233689740031292	0.233689740031292	0.233689740031292	0.233689740031292	0.233689740031292	0.233689740031292	0.233689740031292	0.233689740031292	0.233689740031292
SLC4A1AP	483	2	0.0424430641821946	479	2	2	0.0763716176788888	0.0763716176788888	0.0763716176788888	0.0763716176788888	0.0763716176788888	0.0763716176788888	0.0763716176788888	0.0763716176788888	0.0763716176788888	0.0593543787408164	0.0228229118076862	0.0228229118076862
RBKS	483	3	0.0469289164941339	479	3	3	0.744793105702336	0.522878146319473	0.810008029361046	0.952654632235411	0.952654632235411	0.952654632235411	0.878145587048041	0.733942215546249	0.952654632235411	0.829985956531329	0.69771422798534	0.522878146319473
BRE	483	1	0.0041407867494824	479	1	1	0.0218656166193075	0.0218656166193075	0.0218656166193075	0.0218656166193075	0.0218656166193075	0.0218656166193075	0.0218656166193075	0.0218656166193075	0.0218656166193075	0.0218656166193075	0.0218656166193075	0.0218656166193075
PLB1	483	11	0.0169395821569735	479	11	11	0.237670419783145	0.357597320205344	0.191193623990373	0.296247266950825	0.339696704548426	0.297013817197061	0.388027720378924	0.568453963489258	0.336290230588527	0.349472798459107	0.236538271865025	0.191193623990373
SPDYA	483	1	0.010351966873706	479	1	1	0.70966136098675	0.70966136098675	0.70966136098675	0.70966136098675	0.70966136098675	0.70966136098675	0.70966136098675	0.70966136098675	0.70966136098675	0.70966136098675	0.70966136098675	0.70966136098675
TRMT61B	483	2	0.0124223602484472	479	2	2	0.00204363853299503	0.00204363853299503	0.00204363853299503	0.00204363853299503	0.00204363853299503	0.00204363853299503	0.00204363853299503	0.00204363853299503	0.00204363853299503	0.00388116129523613	0.00110568236916643	0.00110568236916643
FAM179A	483	7	0.023365868086365	479	7	7	0.317711677693467	0.421923932408897	0.32752922211582	0.597970815050716	0.921373753637808	0.548079231561355	0.42981813328182	0.647172769193135	0.41819265163806	0.588121859385821	0.352299473440906	0.317711677693467
C2orf71	483	5	0.0434782608695652	479	4	4	0.803119303916947	0.794986276319311	0.648437268377264	0.441515038964015	0.582510937021351	0.390910866827685	0.567138311297909	0.752932372331977	0.484580028359773	0.468277152762489	0.504282424745979	0.390910866827685
CLIP4	483	2	0.0734989648033126	479	2	2	0.351042287715952	0.351042287715952	0.351042287715952	0.845860017519366	0.845860017519366	0.845860017519366	0.554395990648155	0.554395990648155	0.554395990648155	0.703217740121945	0.262270285568198	0.262270285568198
LCLAT1	483	1	0.0144927536231884	479	1	1	0.673621693257551	0.673621693257551	0.673621693257551	0.673621693257551	0.673621693257551	0.673621693257551	0.673621693257551	0.673621693257551	0.673621693257551	0.673621693257551	0.673621693257551	0.673621693257551
CAPN13	483	6	0.0293305728088337	479	6	6	0.487684576948601	0.652184730437904	0.485808694719579	0.788660129500223	0.803329617540585	0.788660129500223	0.695493619401709	0.852781831110449	0.691508784663312	0.750148772788952	0.525044289473688	0.485808694719579
GALNT14	483	1	0.0124223602484472	479	1	1	0.728433646780713	0.728433646780713	0.728433646780713	0.728433646780713	0.728433646780713	0.728433646780713	0.728433646780713	0.728433646780713	0.728433646780713	0.728433646780713	0.728433646780713	0.728433646780713
CAPN14	483	3	0.054520358868185	479	3	3	0.424532717775409	0.424532717775409	0.424532717775409	0.575217981177791	0.575217981177791	0.575217981177791	0.575217981177791	0.575217981177791	0.575217981177791	0.513319745847987	0.689313992928135	0.424532717775409
XDH	483	8	0.0072463768115942	479	8	8	0.940526160683226	0.870895641831391	0.940526160683226	0.41352288744559	0.258522365719155	0.410763993712838	0.574511733336183	0.455657807460833	0.572405613693579	0.444078261013647	0.854780671270019	0.258522365719155
SPAST	483	1	0.0020703933747412	479	1	1	0.74449065411444	0.74449065411444	0.74449065411444	0.74449065411444	0.74449065411444	0.74449065411444	0.74449065411444	0.74449065411444	0.74449065411444	0.74449065411444	0.74449065411444	0.74449065411444
TTC27	483	2	0.0279503105590062	479	2	2	0.748057521833798	0.748057521833798	0.748057521833798	0.854401788808779	0.854401788808779	0.854401788808779	0.854401788808779	0.854401788808779	0.854401788808779	0.717018297785929	0.836412801158901	0.717018297785929
LTBP1	483	5	0.05175983436853	479	5	5	0.997104182254039	0.734957963126265	0.995249884849748	0.0795778042646198	0.0873727360597257	0.0713925976474177	0.122103674904726	0.162374388975844	0.108334173402657	0.0714612654020871	0.816472924296451	0.0713925976474177
FAM98A	483	2	0.0031055900621118	479	2	2	0.882277905656142	0.927346296481813	0.927346296481813	0.770772550709158	0.770772550709158	0.715956627601174	0.770772550709158	0.927346296481813	0.715956627601174	0.70804746577218	0.761921933955159	0.70804746577218
CRIM1	483	1	0.0020703933747412	479	1	1	0.757027701916548	0.757027701916548	0.757027701916548	0.757027701916548	0.757027701916548	0.757027701916548	0.757027701916548	0.757027701916548	0.757027701916548	0.757027701916548	0.757027701916548	0.757027701916548
FEZ2	483	4	0.0300207039337474	479	4	4	0.0200587219045932	0.0200587219045932	0.0200587219045932	0.142895021704212	0.142895021704212	0.142895021704212	0.0362032217059147	0.0362032217059147	0.0362032217059147	0.131388924894563	0.0107207751955896	0.0107207751955896
VIT	483	3	0.0807453416149068	479	2	2	0.278185884713858	0.251734326384588	0.278185884713858	0.573626928141008	0.573626928141008	0.573626928141008	0.43112340802543	0.43112340802543	0.43112340802543	0.605510385681023	0.372971081594947	0.251734326384588
EIF2AK2	483	3	0.0248447204968944	479	3	3	0.42058198025269	0.42058198025269	0.42058198025269	0.45785233787937	0.45785233787937	0.45785233787937	0.610191025868678	0.610191025868678	0.610191025868678	0.422083794825038	0.657764113644446	0.42058198025269
SULT6B1	483	1	0.0082815734989648	479	1	1	0.220261039548607	0.220261039548607	0.220261039548607	0.220261039548607	0.220261039548607	0.220261039548607	0.220261039548607	0.220261039548607	0.220261039548607	0.220261039548607	0.220261039548607	0.220261039548607
CEBPZ	483	4	0.0124223602484472	479	4	4	0.742837425715905	0.885777123538349	0.742837425715905	0.102245933405696	0.163932265842434	0.102245933405696	0.173921202414526	0.321105835208715	0.173921202414526	0.106996418608066	0.68450407689021	0.102245933405696
