set	n_cases_init	n_vars_init	missed_genotypes_fraction_init	n_cases_retained	p_val	n_vars_total	n_vars_tested	ma_count	n_cases_with_ma	method_for_p_assessment	rare_vars_tested	common_vars_tested	cutoff
GBA3	483	2	0.0507246376811594	479	0.453643481743274	2	2	NA	NA	NA	1	1	0.0321744726043893
PPARGC1A	483	1	0.0973084886128364	479	0.718166768624179	1	NA	1	1	ER	NA	NA	NA
LGI2	483	1	0.041407867494824	479	0.700885562023117	1	NA	1	1	ER	NA	NA	NA
ZCCHC4	483	3	0.0186335403726708	479	0.458530701441874	3	3	NA	NA	NA	3	0	0.0321744726043893
SLC34A2	483	2	0.0093167701863354	479	0.436773899815358	2	2	NA	NA	NA	2	0	0.0321744726043893
SEL1L3	483	2	0.0393374741200828	479	0.865111127483289	2	2	NA	NA	NA	2	0	0.0321744726043893
ARAP2	483	2	0.111801242236025	479	0.749849574174157	1	1	NA	NA	NA	1	0	0.0321744726043893
DTHD1	483	1	0.0062111801242236	479	0.667640899121317	1	NA	1	1	ER	NA	NA	NA
KIAA1239	483	1	0.0165631469979296	479	0.647819074387163	1	NA	1	1	ER	NA	NA	NA
C4orf19	483	1	0.0020703933747412	479	0.227548976514547	1	NA	1	1	ER	NA	NA	NA
PGM2	483	1	0.144927536231884	479	0.701924650091648	1	NA	1	1	ER	NA	NA	NA
PTTG2	483	2	0.0269151138716356	479	0.605806422784399	2	2	NA	NA	NA	2	0	0.0321744726043893
TBC1D1	483	4	0.0289855072463768	479	0.202404641395013	4	4	NA	NA	NA	3	1	0.0321744726043893
TLR10	483	6	0.0676328502415459	479	0.359851585870192	6	6	NA	NA	NA	5	1	0.0321744726043893
TLR1	483	4	0.0217391304347826	479	0.579957942365174	4	4	NA	NA	NA	4	0	0.0321744726043893
TMEM156	483	1	0.031055900621118	479	0.772078972528997	NA	NA	36	35	Firth	NA	NA	NA
KLHL5	483	3	0.0420979986197378	479	0.0804187789247816	3	3	NA	NA	NA	3	0	0.0321744726043893
WDR19	483	3	0.0124223602484472	479	0.0599776432806101	3	3	NA	NA	NA	3	0	0.0321744726043893
RFC1	483	1	0.0248447204968944	479	0.222492830059376	1	NA	1	1	ER	NA	NA	NA
KLB	483	1	0.0559006211180124	479	0.227534337986933	1	NA	1	1	ER	NA	NA	NA
UGDH	483	2	0.0010351966873706	479	0.62514113420752	2	2	NA	NA	NA	2	0	0.0321744726043893
N4BP2	483	2	0.0072463768115942	479	0.0689131068352731	2	2	NA	NA	NA	1	1	0.0321744726043893
CHRNA9	483	3	0.0469289164941339	479	0.45965082399267	3	3	NA	NA	NA	3	0	0.0321744726043893
NSUN7	483	1	0.0269151138716356	479	0.696847956291264	1	NA	1	1	ER	NA	NA	NA
APBB2	483	1	0.010351966873706	479	0.714117699777011	1	NA	1	1	ER	NA	NA	NA
LIMCH1	483	4	0.0496894409937888	479	0.174444261072249	4	4	NA	NA	NA	4	0	0.0321744726043893
GRXCR1	483	3	0.101449275362319	479	0.0793568763111186	3	3	NA	NA	NA	3	0	0.0321744726043893
KCTD8	483	1	0.0144927536231884	479	0.668494524148606	1	NA	1	1	ER	NA	NA	NA
YIPF7	483	1	0.0993788819875776	479	0.714856423890441	1	NA	1	1	ER	NA	NA	NA
GUF1	483	4	0.0890269151138716	479	0.231693907227139	3	3	NA	NA	NA	3	0	0.0321744726043893
COMMD8	483	1	0.0227743271221532	479	0.811824286739783	1	NA	4	4	ER	NA	NA	NA
ATP10D	483	5	0.0645962732919255	479	0.668848726257388	5	5	NA	NA	NA	5	0	0.0321744726043893
CORIN	483	5	0.0757763975155279	479	0.442983176620566	5	5	NA	NA	NA	5	0	0.0321744726043893
NFXL1	483	1	0.0766045548654244	479	0.0809381971673397	1	NA	4	4	ER	NA	NA	NA
CNGA1	483	3	0.0117322291235335	479	0.870002906964518	3	3	NA	NA	NA	3	0	0.0321744726043893
NIPAL1	483	1	0.010351966873706	479	0.0596054626983967	NA	NA	223	193	Firth	NA	NA	NA
TXK	483	1	0.0559006211180124	479	0.710103821158514	1	NA	1	1	ER	NA	NA	NA
TEC	483	1	0.0559006211180124	479	0.245935669060715	1	NA	1	1	ER	NA	NA	NA
SLC10A4	483	1	0.0020703933747412	479	0.206687861005664	1	NA	1	1	ER	NA	NA	NA
ZAR1	483	1	0	479	0.236443267341571	1	NA	1	1	ER	NA	NA	NA
FRYL	483	5	0.0737060041407867	479	0.415691196642535	5	5	NA	NA	NA	5	0	0.0321744726043893
CWH43	483	2	0.0766045548654244	479	0.607936999059165	2	2	NA	NA	NA	2	0	0.0321744726043893
SPATA18	483	4	0.0610766045548654	479	0.718933318195379	4	4	NA	NA	NA	4	0	0.0321744726043893
ERVMER34-1	483	2	0.0041407867494824	479	0.0512471235977854	2	2	NA	NA	NA	2	0	0.0321744726043893
SCFD2	483	2	0.025879917184265	479	0.75230507538239	2	2	NA	NA	NA	2	0	0.0321744726043893
LNX1	483	2	0.0279503105590062	479	0.815633667082567	2	2	NA	NA	NA	2	0	0.0321744726043893
PDGFRA	483	2	0.0134575569358178	479	0.491847151976059	2	2	NA	NA	NA	2	0	0.0321744726043893
KIT	483	1	0.062111801242236	479	0.647819074387163	1	NA	1	1	ER	NA	NA	NA
KDR	483	3	0.0628019323671498	479	0.526720131205247	3	3	NA	NA	NA	2	1	0.0321744726043893
SRD5A3	483	1	0.0124223602484472	479	0.672091560950036	1	NA	1	1	ER	NA	NA	NA
EXOC1	483	1	0.041407867494824	479	0.282187620430001	1	NA	5	5	ER	NA	NA	NA
CEP135	483	4	0.0320910973084886	479	0.787024122312332	4	4	NA	NA	NA	4	0	0.0321744726043893
KIAA1211	483	1	0.031055900621118	479	0.735143706840808	1	NA	1	1	ER	NA	NA	NA
AASDH	483	2	0.0072463768115942	479	0.773490892708075	2	2	NA	NA	NA	2	0	0.0321744726043893
PPAT	483	1	0.0041407867494824	479	0.211563526625846	1	NA	4	4	ER	NA	NA	NA
PAICS	483	1	0.0269151138716356	479	0.223230224416223	1	NA	1	1	ER	NA	NA	NA
THEGL	483	2	0.0786749482401656	479	0.504539417172719	2	2	NA	NA	NA	2	0	0.0321744726043893
NOA1	483	1	0.0186335403726708	479	0.793114256144378	1	NA	3	3	ER	NA	NA	NA
TECRL	483	2	0.062111801242236	479	0.852252966641105	2	2	NA	NA	NA	2	0	0.0321744726043893
EPHA5	483	2	0.0279503105590062	479	0.780147243350254	2	2	NA	NA	NA	2	0	0.0321744726043893
GNRHR	483	2	0.025879917184265	479	0.493674146319951	2	2	NA	NA	NA	2	0	0.0321744726043893
TMPRSS11D	483	1	0.165631469979296	479	0.727486364429948	1	NA	1	1	ER	NA	NA	NA
TMPRSS11A	483	2	0.005175983436853	479	0.546174997617746	2	2	NA	NA	NA	2	0	0.0321744726043893
TMPRSS11B	483	1	0.0662525879917184	479	0.631757160244194	1	NA	1	1	ER	NA	NA	NA
YTHDC1	483	1	0.0248447204968944	479	0.670752663018321	1	NA	1	1	ER	NA	NA	NA
UGT2B17	483	3	0.131124913733609	479	0.777057389654412	2	2	NA	NA	NA	2	0	0.0321744726043893
UGT2B15	483	1	0.0600414078674948	479	0.37966017661764	1	NA	8	8	ER	NA	NA	NA
UGT2B10	483	1	0.0993788819875776	479	0.753831694499468	1	NA	2	2	ER	NA	NA	NA
UGT2A3	483	3	0.147688060731539	479	0.2815484652124	1	1	NA	NA	NA	1	0	0.0321744726043893
UGT2B7	483	1	0.0144927536231884	479	0.810009248254759	1	NA	4	4	ER	NA	NA	NA
UGT2B11	483	1	0.180124223602484	479	0.363912245340504	1	NA	15	15	ER	NA	NA	NA
UGT2B4	483	3	0.0841959972394755	479	0.470473134950763	3	3	NA	NA	NA	2	1	0.0321744726043893
UGT2A1	483	4	0.0714285714285714	479	1	4	4	NA	NA	NA	3	1	0.0321744726043893
UGT2A2	483	1	0.0082815734989648	479	0.743368056890558	1	NA	1	1	ER	NA	NA	NA
CSN1S1	483	1	0.0766045548654244	479	0.234606473773983	1	NA	1	1	ER	NA	NA	NA
C4orf40	483	1	0.0641821946169772	479	0.889933923485435	1	NA	10	9	ER	NA	NA	NA
ODAM	483	1	0.0973084886128364	479	0.837087635622358	1	NA	6	6	ER	NA	NA	NA
SMR3B	483	1	0.0082815734989648	479	0.117251056446926	1	NA	2	2	ER	NA	NA	NA
MUC7	483	2	0.0859213250517598	479	0.228403438985414	2	2	NA	NA	NA	1	1	0.0321744726043893
AMBN	483	1	0.0538302277432712	479	0.464674386225966	NA	NA	49	48	Firth	NA	NA	NA
ENAM	483	3	0.0200138026224983	479	0.771135008981891	3	3	NA	NA	NA	3	0	0.0321744726043893
RUFY3	483	1	0.0538302277432712	479	0.229858739103999	1	NA	1	1	ER	NA	NA	NA
MOB1B	483	1	0.041407867494824	479	0.69490354136262	1	NA	1	1	ER	NA	NA	NA
DCK	483	1	0.0331262939958592	479	0.585361350697156	1	NA	7	7	ER	NA	NA	NA
SLC4A4	483	2	0.141821946169772	479	0.0131379163362041	2	2	NA	NA	NA	2	0	0.0321744726043893
GC	483	1	0.0641821946169772	479	0.704082377328343	1	NA	16	16	ER	NA	NA	NA
NPFFR2	483	2	0.101449275362319	479	0.796328775235982	2	2	NA	NA	NA	2	0	0.0321744726043893
ADAMTS3	483	4	0.0812629399585921	479	0.436458205135436	4	4	NA	NA	NA	4	0	0.0321744726043893
COX18	483	2	0.0072463768115942	479	0.779716749459843	2	2	NA	NA	NA	2	0	0.0321744726043893
ALB	483	3	0.00897170462387854	479	0.854480530957551	3	3	NA	NA	NA	3	0	0.0321744726043893
AFP	483	2	0.0320910973084886	479	0.145838244743339	2	2	NA	NA	NA	2	0	0.0321744726043893
AFM	483	2	0.0165631469979296	479	0.280500457903572	2	2	NA	NA	NA	2	0	0.0321744726043893
RASSF6	483	3	0.0683229813664596	479	0.458940630533554	3	3	NA	NA	NA	3	0	0.0321744726043893
CXCL6	483	1	0.0496894409937888	479	0.550617172144222	1	NA	6	6	ER	NA	NA	NA
PF4V1	483	1	0.0020703933747412	479	0.710103821158514	1	NA	1	1	ER	NA	NA	NA
MTHFD2L	483	1	0.0993788819875776	479	0.143761730938396	1	NA	1	1	ER	NA	NA	NA
BTC	483	1	0.0186335403726708	479	0.966706822308931	NA	NA	216	193	Firth	NA	NA	NA
PARM1	483	1	0.0745341614906832	479	0.206816336342398	1	NA	1	1	ER	NA	NA	NA
CDKL2	483	1	0.0144927536231884	479	0.873338024157666	1	NA	10	10	ER	NA	NA	NA
USO1	483	2	0.0869565217391304	479	0.0155245348257984	2	2	NA	NA	NA	2	0	0.0321744726043893
PPEF2	483	4	0.0383022774327122	479	0.471698029942585	4	4	NA	NA	NA	4	0	0.0321744726043893
NAAA	483	2	0.0041407867494824	479	0.530916861528161	2	2	NA	NA	NA	2	0	0.0321744726043893
CXCL10	483	1	0.031055900621118	479	0.525018962031101	1	NA	5	5	ER	NA	NA	NA
CXCL11	483	1	0.0082815734989648	479	0.234215015833218	1	NA	1	1	ER	NA	NA	NA
NUP54	483	1	0.010351966873706	479	0.228709410262331	1	NA	1	1	ER	NA	NA	NA
FAM47E-STBD1	483	3	0.0420979986197378	479	0.0747377821641818	3	3	NA	NA	NA	3	0	0.0321744726043893
FAM47E	483	1	0.031055900621118	479	0.20496289889519	1	NA	1	1	ER	NA	NA	NA
CCDC158	483	4	0.0429606625258799	479	0.839322319099651	4	4	NA	NA	NA	4	0	0.0321744726043893
SHROOM3	483	2	0.0072463768115942	479	0.296996785807297	2	2	NA	NA	NA	2	0	0.0321744726043893
CCNI	483	1	0.0227743271221532	479	0.682500400021447	1	NA	1	1	ER	NA	NA	NA
MRPL1	483	1	0.031055900621118	479	0.713576215850978	1	NA	1	1	ER	NA	NA	NA
ANXA3	483	4	0.0740165631469979	479	0.356109533715668	4	4	NA	NA	NA	4	0	0.0321744726043893
BMP2K	483	1	0.142857142857143	479	0.236443267341571	1	NA	1	1	ER	NA	NA	NA
GK2	483	1	0.0041407867494824	479	0.706020691111669	1	NA	1	1	ER	NA	NA	NA
ANTXR2	483	1	0.0020703933747412	479	0.722204291222443	1	NA	1	1	ER	NA	NA	NA
PRDM8	483	1	0	479	0.747378213268123	1	NA	2	2	ER	NA	NA	NA
FGF5	483	4	0.0548654244306418	479	0.604811799387686	4	4	NA	NA	NA	4	0	0.0321744726043893
C4orf22	483	1	0.134575569358178	479	0.230263841292259	1	NA	1	1	ER	NA	NA	NA
BMP3	483	4	0.110248447204969	479	0.10569085611102	3	3	NA	NA	NA	3	0	0.0321744726043893
SCD5	483	2	0.0403726708074534	479	0.376625575299386	2	2	NA	NA	NA	2	0	0.0321744726043893
SEC31A	483	1	0.041407867494824	479	0.727335635499323	1	NA	1	1	ER	NA	NA	NA
THAP9	483	2	0.0082815734989648	479	0.766980738242839	2	2	NA	NA	NA	2	0	0.0321744726043893
COQ2	483	1	0.0393374741200828	479	0.703403768822699	1	NA	1	1	ER	NA	NA	NA
HPSE	483	3	0.0593512767425811	479	0.0119362490962156	3	3	NA	NA	NA	3	0	0.0321744726043893
FAM175A	483	1	0.041407867494824	479	0.82398773431537	1	NA	5	5	ER	NA	NA	NA
AGPAT9	483	1	0.0703933747412008	479	0.66320264779198	1	NA	1	1	ER	NA	NA	NA
CDS1	483	1	0.0248447204968944	479	0.710726549834097	1	NA	1	1	ER	NA	NA	NA
WDFY3	483	1	0.0289855072463768	479	0.352226039798071	1	NA	2	2	ER	NA	NA	NA
ARHGAP24	483	1	0.010351966873706	479	0.721885669493134	1	NA	1	1	ER	NA	NA	NA
PTPN13	483	7	0.0278024253179533	479	0.332787239036556	7	7	NA	NA	NA	7	0	0.0321744726043893
SLC10A6	483	2	0.0755693581780538	479	0.764305168828906	2	2	NA	NA	NA	2	0	0.0321744726043893
C4orf36	483	1	0.0289855072463768	479	0.274230073469101	NA	NA	85	84	Firth	NA	NA	NA
HSD17B13	483	4	0.0144927536231884	479	0.632215704722064	4	4	NA	NA	NA	3	1	0.0321744726043893
HSD17B11	483	1	0.0020703933747412	479	0.198654889862347	1	NA	1	1	ER	NA	NA	NA
NUDT9	483	1	0.0331262939958592	479	0.213744807194596	1	NA	1	1	ER	NA	NA	NA
SPARCL1	483	2	0.0300207039337474	479	0.480687362531148	2	2	NA	NA	NA	2	0	0.0321744726043893
DSPP	483	1	0.0041407867494824	479	0.732040995137758	NA	NA	61	59	Firth	NA	NA	NA
DMP1	483	1	0.0124223602484472	479	0.221913974258411	1	NA	1	1	ER	NA	NA	NA
IBSP	483	1	0.19047619047619	479	0.223926064733731	1	NA	1	1	ER	NA	NA	NA
MEPE	483	1	0.0538302277432712	479	0.192440362436983	1	NA	1	1	ER	NA	NA	NA
SPP1	483	1	0.041407867494824	479	0.733397413981964	1	NA	1	1	ER	NA	NA	NA
PKD2	483	1	0.0082815734989648	479	0.668322576128341	1	NA	1	1	ER	NA	NA	NA
ABCG2	483	2	0.0641821946169772	479	0.96426381556194	2	2	NA	NA	NA	0	2	0.0321744726043893
HERC6	483	1	0.0807453416149068	479	0.642082271912349	1	NA	1	1	ER	NA	NA	NA
HERC5	483	2	0.0248447204968944	479	0.612817290277351	2	2	NA	NA	NA	2	0	0.0321744726043893
HERC3	483	1	0.0124223602484472	479	0.740328646689182	1	NA	1	1	ER	NA	NA	NA
TIGD2	483	1	0	479	0.726673073356739	1	NA	1	1	ER	NA	NA	NA
MMRN1	483	3	0.102139406487233	479	0.148094834440575	3	3	NA	NA	NA	3	0	0.0321744726043893
CCSER1	483	1	0.0807453416149068	479	0.33362545061193	1	NA	2	2	ER	NA	NA	NA
GRID2	483	1	0.0082815734989648	479	0.70083973719542	1	NA	1	1	ER	NA	NA	NA
ATOH1	483	1	0.0703933747412008	479	0.668322576128341	1	NA	1	1	ER	NA	NA	NA
HPGDS	483	1	0.0062111801242236	479	0.692600159546861	1	NA	1	1	ER	NA	NA	NA
PDLIM5	483	4	0.0729813664596273	479	0.637258432835647	4	4	NA	NA	NA	4	0	0.0321744726043893
BMPR1B	483	3	0.0476190476190476	479	0.639882414095179	3	3	NA	NA	NA	3	0	0.0321744726043893
UNC5C	483	1	0.0165631469979296	479	0.408984688859425	1	NA	19	19	ER	NA	NA	NA
PDHA2	483	3	0.00552104899930987	479	0.485932712172791	3	3	NA	NA	NA	3	0	0.0321744726043893
STPG2	483	2	0.143892339544513	479	0.276101537928489	1	1	NA	NA	NA	1	0	0.0321744726043893
RAP1GDS1	483	1	0.031055900621118	479	0.743368056890558	1	NA	1	1	ER	NA	NA	NA
ADH4	483	3	0.0952380952380952	479	0.4767025411707	2	2	NA	NA	NA	2	0	0.0321744726043893
ADH1A	483	2	0.0062111801242236	479	0.70365145201855	2	2	NA	NA	NA	2	0	0.0321744726043893
ADH1B	483	3	0.0496894409937888	479	0.818371014721125	3	3	NA	NA	NA	2	1	0.0321744726043893
ADH1C	483	3	0.064872325741891	479	0.49099614303237	3	3	NA	NA	NA	1	2	0.0321744726043893
ADH7	483	1	0.0331262939958592	479	0.147484746236598	1	NA	1	1	ER	NA	NA	NA
C4orf17	483	1	0.0496894409937888	479	0.825028693426886	1	NA	4	4	ER	NA	NA	NA
TRMT10A	483	2	0.0134575569358178	479	0.830905281754767	2	2	NA	NA	NA	2	0	0.0321744726043893
MTTP	483	4	0.0295031055900621	479	0.530170945428892	4	4	NA	NA	NA	3	1	0.0321744726043893
RP11-766F14.2	483	3	0.0869565217391304	479	0.3844141566535	2	2	NA	NA	NA	2	0	0.0321744726043893
DDIT4L	483	2	0.0072463768115942	479	1	2	2	NA	NA	NA	1	1	0.0321744726043893
BANK1	483	4	0.0559006211180124	479	0.858490437778051	4	4	NA	NA	NA	3	1	0.0321744726043893
SLC39A8	483	1	0.0786749482401656	479	0.480438811645412	1	NA	13	13	ER	NA	NA	NA
MANBA	483	2	0.0010351966873706	479	0.376854114909105	2	2	NA	NA	NA	2	0	0.0321744726043893
UBE2D3	483	1	0	479	0.691647834096399	1	NA	1	1	ER	NA	NA	NA
SLC9B2	483	2	0.0745341614906832	479	0.123703119507462	2	2	NA	NA	NA	2	0	0.0321744726043893
TACR3	483	1	0.0662525879917184	479	0.233689740031292	1	NA	1	1	ER	NA	NA	NA
TET2	483	2	0.0351966873706004	479	0.647052732602854	2	2	NA	NA	NA	2	0	0.0321744726043893
PPA2	483	1	0.0641821946169772	479	0.0878990958704322	1	NA	2	2	ER	NA	NA	NA
ARHGEF38	483	4	0.134057971014493	479	0.246076943058613	3	3	NA	NA	NA	3	0	0.0321744726043893
INTS12	483	1	0.109730848861284	479	0.212362088281734	1	NA	1	1	ER	NA	NA	NA
GSTCD	483	2	0.0196687370600414	479	0.0995989701900278	2	2	NA	NA	NA	2	0	0.0321744726043893
NPNT	483	3	0.100069013112491	479	0.542801677562631	3	3	NA	NA	NA	3	0	0.0321744726043893
TBCK	483	2	0.0952380952380952	479	0.272297243508974	1	1	NA	NA	NA	1	0	0.0321744726043893
PAPSS1	483	5	0.0600414078674948	479	0.694272230903398	5	5	NA	NA	NA	5	0	0.0321744726043893
CYP2U1	483	1	0.0703933747412008	479	0.199499852914824	1	NA	1	1	ER	NA	NA	NA
HADH	483	3	0.00345065562456867	479	0.0315550461224157	3	3	NA	NA	NA	3	0	0.0321744726043893
LEF1	483	1	0.0165631469979296	479	0.199499852914824	1	NA	1	1	ER	NA	NA	NA
OSTC	483	1	0.0165631469979296	479	0.196002706929462	1	NA	1	1	ER	NA	NA	NA
ETNPPL	483	1	0.0020703933747412	479	0.697618197794851	1	NA	1	1	ER	NA	NA	NA
COL25A1	483	3	0.0628019323671498	479	0.403005009586896	3	3	NA	NA	NA	3	0	0.0321744726043893
SEC24B	483	2	0.010351966873706	479	0.479632563805754	2	2	NA	NA	NA	2	0	0.0321744726043893
CCDC109B	483	2	0.0124223602484472	479	0.764978073803001	2	2	NA	NA	NA	2	0	0.0321744726043893
PLA2G12A	483	2	0.0351966873706004	479	0.391635053570724	2	2	NA	NA	NA	2	0	0.0321744726043893
CFI	483	3	0.00552104899930987	479	0.105553002865835	3	3	NA	NA	NA	3	0	0.0321744726043893
RRH	483	4	0.005175983436853	479	0.747747307374166	4	4	NA	NA	NA	4	0	0.0321744726043893
LRIT3	483	1	0.0331262939958592	479	0.0425545488900386	NA	NA	31	30	Firth	NA	NA	NA
EGF	483	1	0.0248447204968944	479	0.727335635499323	1	NA	1	1	ER	NA	NA	NA
ENPEP	483	2	0.036231884057971	479	0.583078588604769	2	2	NA	NA	NA	2	0	0.0321744726043893
ALPK1	483	6	0.0710835058661146	479	0.787013182729506	5	5	NA	NA	NA	5	0	0.0321744726043893
C4orf21	483	3	0.0455486542443064	479	0.234877940553586	3	3	NA	NA	NA	3	0	0.0321744726043893
ANK2	483	6	0.0213940648723257	479	0.487113608210549	6	6	NA	NA	NA	6	0	0.0321744726043893
ARSJ	483	3	0.0082815734989648	479	0.85267869006881	3	3	NA	NA	NA	3	0	0.0321744726043893
UGT8	483	1	0.0062111801242236	479	0.553253288041518	1	NA	16	15	ER	NA	NA	NA
NDST4	483	2	0.0869565217391304	479	0.310945037999587	2	2	NA	NA	NA	2	0	0.0321744726043893
PRSS12	483	1	0.0020703933747412	479	0.412220319497804	1	NA	3	3	ER	NA	NA	NA
CEP170P1	483	1	0.105590062111801	479	0.722520646894205	1	NA	1	1	ER	NA	NA	NA
SEC24D	483	1	0.072463768115942	479	0.20190835401919	1	NA	13	13	ER	NA	NA	NA
SYNPO2	483	1	0.010351966873706	479	0.730174987411484	1	NA	1	1	ER	NA	NA	NA
MYOZ2	483	3	0.00690131124913734	479	0.415067160266109	3	3	NA	NA	NA	3	0	0.0321744726043893
RP11-455G16.1	483	1	0.0641821946169772	479	0.722951269412363	1	NA	1	1	ER	NA	NA	NA
USP53	483	5	0.0496894409937888	479	0.802534192085549	5	5	NA	NA	NA	5	0	0.0321744726043893
PDE5A	483	1	0.0910973084886128	479	0.155594632039745	1	NA	6	6	ER	NA	NA	NA
PRDM5	483	2	0.020703933747412	479	0.780331276082644	2	2	NA	NA	NA	2	0	0.0321744726043893
TNIP3	483	1	0.107660455486542	479	0.372201776000344	1	NA	16	16	ER	NA	NA	NA
QRFPR	483	1	0.0434782608695652	479	0.452149999435977	1	NA	11	11	ER	NA	NA	NA
ANXA5	483	1	0.05175983436853	479	0.210608687081049	1	NA	1	1	ER	NA	NA	NA
BBS7	483	2	0.0248447204968944	479	0.232729146066721	2	2	NA	NA	NA	2	0	0.0321744726043893
IL21	483	1	0.0786749482401656	479	0.194545691026362	1	NA	1	1	ER	NA	NA	NA
BBS12	483	2	0.0434782608695652	479	0.683549047419059	2	2	NA	NA	NA	2	0	0.0321744726043893
NUDT6	483	3	0.0262249827467219	479	0.699566043695356	3	3	NA	NA	NA	2	1	0.0321744726043893
ANKRD50	483	2	0.0455486542443064	479	0.504738363306745	2	2	NA	NA	NA	2	0	0.0321744726043893
INTU	483	2	0.0745341614906832	479	0.813325380171513	2	2	NA	NA	NA	2	0	0.0321744726043893
SLC25A31	483	1	0.093167701863354	479	0.724541769317505	1	NA	1	1	ER	NA	NA	NA
HSPA4L	483	1	0.0683229813664596	479	0.721143763061465	1	NA	1	1	ER	NA	NA	NA
MFSD8	483	1	0.0020703933747412	479	0.786996570716031	1	NA	3	3	ER	NA	NA	NA
LARP1B	483	6	0.0134575569358178	479	1	6	6	NA	NA	NA	5	1	0.0321744726043893
JADE1	483	1	0.0248447204968944	479	0.224780201004271	1	NA	1	1	ER	NA	NA	NA
SCLT1	483	2	0.136645962732919	479	0.715545311172331	1	1	NA	NA	NA	1	0	0.0321744726043893
PCDH10	483	2	0.0175983436853002	479	0.413868619220401	2	2	NA	NA	NA	2	0	0.0321744726043893
SLC7A11	483	3	0.0572808833678399	479	0.279675255418231	3	3	NA	NA	NA	3	0	0.0321744726043893
NAA15	483	1	0.0020703933747412	479	0.735723957343194	1	NA	1	1	ER	NA	NA	NA
RAB33B	483	3	0.00966183574879227	479	0.684516219236341	3	3	NA	NA	NA	3	0	0.0321744726043893
MGST2	483	2	0.0041407867494824	479	0.703697460905849	2	2	NA	NA	NA	2	0	0.0321744726043893
MAML3	483	1	0.0186335403726708	479	0.731086467853721	1	NA	1	1	ER	NA	NA	NA
CLGN	483	1	0.0641821946169772	479	0.716810969063627	1	NA	1	1	ER	NA	NA	NA
RP11-542P2.1	483	1	0.113871635610766	479	0.539909134555274	1	NA	17	17	ER	NA	NA	NA
UCP1	483	4	0.0020703933747412	479	0.174733929287436	4	4	NA	NA	NA	4	0	0.0321744726043893
USP38	483	2	0.0631469979296066	479	0.0487079484466682	2	2	NA	NA	NA	2	0	0.0321744726043893
GAB1	483	1	0.0662525879917184	479	0.233689740031292	1	NA	1	1	ER	NA	NA	NA
FREM3	483	3	0.00345065562456867	479	0.483399221075852	3	3	NA	NA	NA	3	0	0.0321744726043893
GYPB	483	1	0.082815734989648	479	0.228254765421225	1	NA	1	1	ER	NA	NA	NA
GYPA	483	1	0.0807453416149068	479	0.520726602644058	1	NA	5	5	ER	NA	NA	NA
ANAPC10	483	1	0.0041407867494824	479	0.72252774133425	1	NA	1	1	ER	NA	NA	NA
MMAA	483	3	0.010351966873706	479	0.52420286829869	3	3	NA	NA	NA	3	0	0.0321744726043893
ZNF827	483	1	0.0869565217391304	479	0.701816038199524	1	NA	1	1	ER	NA	NA	NA
SLC10A7	483	1	0.0476190476190476	479	0.236941912016657	1	NA	1	1	ER	NA	NA	NA
ARHGAP10	483	1	0.0144927536231884	479	0.231908433041037	1	NA	1	1	ER	NA	NA	NA
LRBA	483	13	0.0568561872909699	479	0.392490174427454	13	13	NA	NA	NA	12	1	0.0321744726043893
SH3D19	483	3	0.0386473429951691	479	0.145531008114746	3	3	NA	NA	NA	3	0	0.0321744726043893
PRSS48	483	3	0.0420979986197378	479	0.120648549213763	3	3	NA	NA	NA	2	1	0.0321744726043893
FAM160A1	483	9	0.0611916264090177	479	0.635640914284813	9	9	NA	NA	NA	9	0	0.0321744726043893
PET112	483	1	0.0662525879917184	479	0.795418371644451	1	NA	3	3	ER	NA	NA	NA
TIGD4	483	4	0.0087991718426501	479	0.739094205845746	4	4	NA	NA	NA	4	0	0.0321744726043893
FHDC1	483	2	0.0113871635610766	479	0.524056887946524	2	2	NA	NA	NA	2	0	0.0321744726043893
TRIM2	483	1	0.0082815734989648	479	0.203418027417612	1	NA	1	1	ER	NA	NA	NA
KIAA0922	483	1	0.0683229813664596	479	0.705661180243411	1	NA	1	1	ER	NA	NA	NA
TLR2	483	2	0.0393374741200828	479	0.323730525859533	2	2	NA	NA	NA	2	0	0.0321744726043893
RNF175	483	2	0.0527950310559006	479	0.622384888526024	2	2	NA	NA	NA	2	0	0.0321744726043893
DCHS2	483	12	0.0788474810213941	479	0.832400255995835	12	10	NA	NA	NA	8	2	0.0321744726043893
FGB	483	2	0.015527950310559	479	0.609875199631107	2	2	NA	NA	NA	1	1	0.0321744726043893
FGA	483	6	0.054520358868185	479	0.401041943682656	6	6	NA	NA	NA	5	1	0.0321744726043893
FGG	483	1	0.0289855072463768	479	0.840122655895288	1	NA	5	5	ER	NA	NA	NA
MAP9	483	4	0.0641821946169772	479	0.744525474001581	4	4	NA	NA	NA	4	0	0.0321744726043893
GUCY1A3	483	1	0.130434782608696	479	0.206816336342398	1	NA	1	1	ER	NA	NA	NA
ASIC5	483	2	0.082815734989648	479	0.130537529344098	2	2	NA	NA	NA	2	0	0.0321744726043893
FAM198B	483	2	0.10351966873706	479	0.783470017516911	2	2	NA	NA	NA	2	0	0.0321744726043893
TMEM144	483	2	0.05175983436853	479	0.34625282463501	2	2	NA	NA	NA	2	0	0.0321744726043893
RXFP1	483	1	0.0041407867494824	479	0.673621693257551	1	NA	1	1	ER	NA	NA	NA
