set	n_cases_init	n_vars_init	missed_genotypes_fraction_init	n_cases_retained	p_val	n_vars_total	n_vars_tested	ma_count	n_cases_with_ma	method_for_p_assessment	rare_vars_tested	common_vars_tested	cutoff
C1orf27	483	4	0.0326086956521739	479	0.373284416897569	4	4	32	32	ER.A	NA	NA	NA
PDC	483	1	0.109730848861284	479	0.195441328477694	1	NA	1	1	ER	NA	NA	NA
RGS18	483	1	0.0062111801242236	479	0.231939307687365	1	NA	1	1	ER	NA	NA	NA
TROVE2	483	1	0.0227743271221532	479	0.222213748124594	1	NA	1	1	ER	NA	NA	NA
CFH	483	2	0.031055900621118	479	0.844214701169478	2	2	199	175	MA	NA	NA	NA
CFHR3	483	1	0.0559006211180124	479	0.704073874686191	1	NA	1	1	ER	NA	NA	NA
CFHR2	483	3	0.0469289164941339	479	0.332136163395047	3	3	50	47	MA	NA	NA	NA
CFHR5	483	4	0.0232919254658385	479	0.0441137906156515	4	3	13	13	ER	NA	NA	NA
F13B	483	1	0.0600414078674948	479	0.0743029985100392	NA	NA	77	73	Firth	NA	NA	NA
ASPM	483	9	0.0655624568668047	479	0.847387038196727	9	9	20	20	ER	NA	NA	NA
CRB1	483	3	0.0165631469979296	479	0.567925554772392	3	3	4	4	ER	NA	NA	NA
DENND1B	483	2	0.135610766045549	479	0.704073874686191	2	1	1	1	ER	NA	NA	NA
NEK7	483	1	0.17184265010352	479	0.347910955075785	1	NA	2	2	ER	NA	NA	NA
PTPRC	483	3	0.0952380952380952	479	0.256176712101264	3	3	3	3	ER	NA	NA	NA
KIF14	483	2	0.0507246376811594	479	0.812507145409989	2	2	2	2	ER	NA	NA	NA
DDX59	483	5	0.012008281573499	479	0.105706847063337	5	5	7	7	ER	NA	NA	NA
CAMSAP2	483	2	0.0341614906832298	479	0.821741740668547	2	2	2	2	ER	NA	NA	NA
C1orf106	483	3	0.0193236714975845	479	0.862898331614049	3	3	18	18	ER	NA	NA	NA
CACNA1S	483	8	0.0144927536231884	479	0.39981369520405	8	8	275	233	MA	NA	NA	NA
IGFN1	483	3	0.0131124913733609	479	0.886828234196415	3	3	3	3	ER	NA	NA	NA
PKP1	483	3	0.0020703933747412	479	0.711458809329681	3	3	15	15	ER	NA	NA	NA
TNNT2	483	1	0.101449275362319	479	0.715368466588695	1	NA	1	1	ER	NA	NA	NA
LAD1	483	4	0.0320910973084886	479	0.404248858513691	4	4	14	14	ER	NA	NA	NA
CSRP1	483	1	0.0041407867494824	479	0.108219976474091	1	NA	2	2	ER	NA	NA	NA
SHISA4	483	1	0.0041407867494824	479	0.157251763412463	1	NA	1	1	ER	NA	NA	NA
TIMM17A	483	1	0.0165631469979296	479	0.657567481809305	1	NA	1	1	ER	NA	NA	NA
RNPEP	483	3	0.00276052449965493	479	0.468068841915082	3	3	3	3	ER	NA	NA	NA
PTPN7	483	1	0.010351966873706	479	0.725022098217627	1	NA	1	1	ER	NA	NA	NA
LGR6	483	2	0.0641821946169772	479	0.821049459828795	2	2	2	2	ER	NA	NA	NA
UBE2T	483	1	0.0041407867494824	479	0.216903828515903	1	NA	1	1	ER	NA	NA	NA
PPP1R12B	483	1	0.05175983436853	479	0.520598415393859	1	NA	5	5	ER	NA	NA	NA
SYT2	483	1	0.0124223602484472	479	0.720554205615025	1	NA	1	1	ER	NA	NA	NA
KDM5B	483	2	0.0817805383022774	479	0.108247242608042	2	2	2	2	ER	NA	NA	NA
CYB5R1	483	1	0.0641821946169772	479	0.715066245803956	1	NA	1	1	ER	NA	NA	NA
PPFIA4	483	3	0.0117322291235335	479	0.734686068173864	3	3	12	12	ER	NA	NA	NA
ADORA1	483	1	0.0372670807453416	479	0.234215015833218	1	NA	1	1	ER	NA	NA	NA
CHIT1	483	4	0.020703933747412	479	0.66258124186233	4	4	309	253	MA	NA	NA	NA
OPTC	483	3	0.00759144237405107	479	0.141273733801693	3	3	14	14	ER	NA	NA	NA
ATP2B4	483	1	0.0062111801242236	479	0.169923173802708	1	NA	3	3	ER	NA	NA	NA
LAX1	483	1	0.0351966873706004	479	0.715697603896519	1	NA	1	1	ER	NA	NA	NA
ZBED6	483	1	0.0041407867494824	479	0.201294848555569	1	NA	1	1	ER	NA	NA	NA
ZC3H11A	483	1	0.0041407867494824	479	0.223230224416223	1	NA	1	1	ER	NA	NA	NA
SOX13	483	1	0.0455486542443064	479	0.146832925230881	1	NA	1	1	ER	NA	NA	NA
GOLT1A	483	1	0.0062111801242236	479	0.219992060989233	1	NA	1	1	ER	NA	NA	NA
PLEKHA6	483	1	0.0041407867494824	479	0.745314899161422	1	NA	1	1	ER	NA	NA	NA
PPP1R15B	483	1	0.0020703933747412	479	0.74664319816079	1	NA	1	1	ER	NA	NA	NA
PIK3C2B	483	1	0.0186335403726708	479	0.18682445914121	1	NA	7	7	ER	NA	NA	NA
LRRN2	483	1	0.0062111801242236	479	0.70083973719542	1	NA	1	1	ER	NA	NA	NA
NFASC	483	2	0.0279503105590062	479	0.302076931561048	2	2	5	5	ER	NA	NA	NA
CNTN2	483	3	0.0697032436162871	479	0.58392286745068	3	3	3	3	ER	NA	NA	NA
DSTYK	483	1	0.134575569358178	479	0.429024615429092	1	NA	3	3	ER	NA	NA	NA
CDK18	483	1	0.0248447204968944	479	0.220933022346138	1	NA	1	1	ER	NA	NA	NA
SLC45A3	483	2	0.0165631469979296	479	0.867397982934793	2	2	2	2	ER	NA	NA	NA
PM20D1	483	3	0.0124223602484472	479	0.427889920577893	3	3	62	57	MA	NA	NA	NA
CTSE	483	2	0.0186335403726708	479	0.870519665881059	2	2	2	2	ER	NA	NA	NA
SRGAP2	483	1	0.0020703933747412	479	0.69682182832818	1	NA	1	1	ER	NA	NA	NA
IL20	483	2	0.087991718426501	479	0.304962809081722	2	2	2	2	ER	NA	NA	NA
IL24	483	2	0.0383022774327122	479	0.141160467865729	2	2	464	360	MA	NA	NA	NA
FAIM3	483	1	0.0082815734989648	479	0.203418027417612	1	NA	1	1	ER	NA	NA	NA
PIGR	483	2	0.0165631469979296	479	0.0799465311797357	2	2	2	2	ER	NA	NA	NA
C1orf116	483	3	0.0213940648723257	479	0.201471876359786	3	3	9	9	ER	NA	NA	NA
CD55	483	1	0.0165631469979296	479	0.231908433041037	1	NA	1	1	ER	NA	NA	NA
CR2	483	7	0.0508725229222124	479	0.251079055048023	7	7	8	8	ER	NA	NA	NA
CR1	483	2	0.0393374741200828	479	0.592086964536717	2	2	11	11	ER	NA	NA	NA
CR1L	483	1	0.0041407867494824	479	0.170774799986203	1	NA	3	3	ER	NA	NA	NA
C1orf132	483	1	0.0786749482401656	479	0.69490354136262	1	NA	1	1	ER	NA	NA	NA
CD34	483	1	0.0372670807453416	479	0.196002706929462	1	NA	1	1	ER	NA	NA	NA
PLXNA2	483	6	0.0783298826777088	479	0.686282534977483	6	5	6	6	ER	NA	NA	NA
LAMB3	483	2	0.0031055900621118	479	0.623679800672044	2	2	3	3	ER	NA	NA	NA
TRAF3IP3	483	1	0.0062111801242236	479	0.226314992079865	1	NA	1	1	ER	NA	NA	NA
C1orf74	483	2	0.0113871635610766	479	0.837431495320622	2	2	2	2	ER	NA	NA	NA
SERTAD4	483	2	0.0186335403726708	479	0.813953603248303	2	2	3	3	ER	NA	NA	NA
HHAT	483	3	0.0269151138716356	479	0.897243901213061	3	3	302	257	MA	NA	NA	NA
KCNH1	483	1	0.10351966873706	479	0.695427971636297	1	NA	1	1	ER	NA	NA	NA
RD3	483	2	0.0144927536231884	479	0.695102094427198	2	2	11	11	ER	NA	NA	NA
NEK2	483	1	0.0124223602484472	479	0.690249544622668	1	NA	1	1	ER	NA	NA	NA
INTS7	483	2	0.0890269151138716	479	0.701924650091648	2	1	1	1	ER	NA	NA	NA
PPP2R5A	483	1	0.041407867494824	479	0.730174987411484	1	NA	1	1	ER	NA	NA	NA
TMEM206	483	1	0.031055900621118	479	0.206970342834142	1	NA	1	1	ER	NA	NA	NA
FAM71A	483	2	0.0093167701863354	479	0.878483275555244	2	2	4	4	ER	NA	NA	NA
NSL1	483	1	0.0144927536231884	479	0.16425833471045	1	NA	3	3	ER	NA	NA	NA
VASH2	483	1	0.0041407867494824	479	0.235971903418337	1	NA	1	1	ER	NA	NA	NA
ANGEL2	483	1	0.0041407867494824	479	0.194545691026362	1	NA	1	1	ER	NA	NA	NA
RPS6KC1	483	1	0.101449275362319	479	0.716850701864265	1	NA	1	1	ER	NA	NA	NA
SMYD2	483	1	0.0082815734989648	479	0.700885562023117	1	NA	1	1	ER	NA	NA	NA
PTPN14	483	2	0.0020703933747412	479	0.32467129235992	2	2	4	4	ER	NA	NA	NA
CENPF	483	4	0.126811594202899	479	0.688614827699852	4	3	3	3	ER	NA	NA	NA
USH2A	483	5	0.0302277432712215	479	0.517003655616396	5	5	7	7	ER	NA	NA	NA
GPATCH2	483	1	0.0227743271221532	479	0.576590523399697	NA	NA	39	39	Firth	NA	NA	NA
SPATA17	483	3	0.0655624568668047	479	0.245131363510011	3	2	11	11	ER	NA	NA	NA
RRP15	483	4	0.0439958592132505	479	0.470088939808562	4	4	40	39	ER.A	NA	NA	NA
TGFB2	483	1	0.0082815734989648	479	0.334961733390134	1	NA	2	2	ER	NA	NA	NA
LYPLAL1	483	2	0.0652173913043478	479	0.255247445944971	2	2	3	3	ER	NA	NA	NA
IARS2	483	2	0.0134575569358178	479	0.726762320613271	2	2	5	5	ER	NA	NA	NA
RAB3GAP2	483	3	0.0365769496204279	479	0.494188534635706	3	3	3	3	ER	NA	NA	NA
MARC2	483	1	0.0020703933747412	479	0.0648545339880039	1	NA	6	6	ER	NA	NA	NA
HHIPL2	483	8	0.00905797101449275	479	0.658684348695511	8	8	16	16	ER	NA	NA	NA
MIA3	483	6	0.0279503105590062	479	0.69350885097613	6	6	14	13	ER	NA	NA	NA
FAM177B	483	1	0.0124223602484472	479	0.708380242424548	1	NA	1	1	ER	NA	NA	NA
TLR5	483	3	0.0082815734989648	479	0.0204047112719049	3	3	188	169	MA	NA	NA	NA
CAPN8	483	2	0.0248447204968944	479	0.430462569570837	2	2	462	349	MA	NA	NA	NA
CAPN2	483	2	0.0341614906832298	479	0.866306028932863	2	2	2	2	ER	NA	NA	NA
TP53BP2	483	2	0.101449275362319	479	0.15583779841019	2	2	78	71	MA	NA	NA	NA
DNAH14	483	13	0.0428412167542602	479	0.773166458535517	13	13	98	92	MA	NA	NA	NA
ENAH	483	2	0.0113871635610766	479	0.109797175117471	2	2	2	2	ER	NA	NA	NA
EPHX1	483	2	0.0144927536231884	479	0.155413787125847	2	2	301	257	MA	NA	NA	NA
TMEM63A	483	2	0.077639751552795	479	0.721837168659252	2	1	1	1	ER	NA	NA	NA
PYCR2	483	1	0.041407867494824	479	0.247883449141903	1	NA	1	1	ER	NA	NA	NA
SDE2	483	1	0.0062111801242236	479	0.2316241502054	1	NA	1	1	ER	NA	NA	NA
PARP1	483	2	0.0062111801242236	479	0.243673589864858	2	2	152	142	MA	NA	NA	NA
PSEN2	483	1	0.0124223602484472	479	0.719201504263692	1	NA	1	1	ER	NA	NA	NA
ADCK3	483	2	0.010351966873706	479	0.452512961099282	2	2	16	14	ER	NA	NA	NA
CDC42BPA	483	1	0.0372670807453416	479	0.219429904413058	1	NA	1	1	ER	NA	NA	NA
ZNF678	483	2	0.100414078674948	479	0.357904636534518	2	2	17	17	ER	NA	NA	NA
PRSS38	483	1	0.031055900621118	479	0.799336860313206	NA	NA	35	35	Firth	NA	NA	NA
C1orf35	483	1	0.180124223602484	479	0.343419387991203	1	NA	2	2	ER	NA	NA	NA
MRPL55	483	1	0.0372670807453416	479	0.716850701864265	1	NA	1	1	ER	NA	NA	NA
GUK1	483	1	0.169772256728778	479	0.223882102921757	1	NA	1	1	ER	NA	NA	NA
GJC2	483	1	0.107660455486542	479	0.223882102921757	1	NA	1	1	ER	NA	NA	NA
OBSCN	483	1	0.0227743271221532	479	0.726070484816554	1	NA	1	1	ER	NA	NA	NA
TMEM78	483	1	0.0476190476190476	479	0.184261392994237	1	NA	1	1	ER	NA	NA	NA
NUP133	483	3	0.0172532781228433	479	0.922203486594804	3	3	3	3	ER	NA	NA	NA
URB2	483	2	0.0082815734989648	479	0.294273649098787	2	2	2	2	ER	NA	NA	NA
GALNT2	483	1	0.0062111801242236	479	0.245935669060715	1	NA	1	1	ER	NA	NA	NA
PGBD5	483	1	0.0082815734989648	479	0.00453120057233259	1	NA	6	6	ER	NA	NA	NA
AGT	483	3	0.0144927536231884	479	0.746872899665439	3	3	401	322	MA	NA	NA	NA
CAPN9	483	5	0.0331262939958592	479	0.166133753521965	5	5	15	15	ER	NA	NA	NA
C1orf198	483	2	0.0186335403726708	479	0.857976018105492	2	2	2	2	ER	NA	NA	NA
TTC13	483	1	0.0062111801242236	479	0.231055672514896	1	NA	1	1	ER	NA	NA	NA
ARV1	483	1	0.0269151138716356	479	0.209632188304435	1	NA	1	1	ER	NA	NA	NA
FAM89A	483	2	0.0196687370600414	479	0.826002116145452	2	2	2	2	ER	NA	NA	NA
C1orf131	483	1	0.0062111801242236	479	0.674015615952225	1	NA	1	1	ER	NA	NA	NA
GNPAT	483	1	0.0062111801242236	479	0.654097417915752	NA	NA	196	180	Firth	NA	NA	NA
EXOC8	483	2	0.010351966873706	479	0.852021996709835	2	2	2	2	ER	NA	NA	NA
DISC1	483	3	0.0179434092477571	479	0.606546757068503	3	3	135	124	MA	NA	NA	NA
SIPA1L2	483	4	0.041407867494824	479	0.370941299791633	4	4	9	9	ER	NA	NA	NA
MAP10	483	3	0.0082815734989648	479	0.28222169274631	3	3	3	3	ER	NA	NA	NA
NTPCR	483	1	0.0082815734989648	479	0.24612228515285	1	NA	1	1	ER	NA	NA	NA
PCNXL2	483	5	0.0873706004140787	479	0.0964564387366098	5	4	14	14	ER	NA	NA	NA
MLK4	483	3	0.00483091787439614	479	0.572380902497284	3	3	6	6	ER	NA	NA	NA
TARBP1	483	4	0.0377846790890269	479	0.225961683060191	4	4	5	5	ER	NA	NA	NA
RBM34	483	2	0.0124223602484472	479	0.861044856610281	2	2	2	2	ER	NA	NA	NA
TBCE	483	1	0.0041407867494824	479	0.220107811501659	1	NA	1	1	ER	NA	NA	NA
B3GALNT2	483	1	0.0579710144927536	479	0.216903828515903	1	NA	1	1	ER	NA	NA	NA
LYST	483	3	0.00690131124913734	479	0.881399773432929	3	3	3	3	ER	NA	NA	NA
NID1	483	3	0.0151828847481021	479	0.0669859938608234	3	3	7	7	ER	NA	NA	NA
GPR137B	483	2	0.0300207039337474	479	0.0927461346523823	2	2	2	2	ER	NA	NA	NA
LGALS8	483	2	0.0113871635610766	479	0.822766239651761	2	2	32	32	ER.A	NA	NA	NA
HEATR1	483	3	0.0296756383712905	479	0.481939476864803	3	3	3	3	ER	NA	NA	NA
ACTN2	483	1	0.0041407867494824	479	0.145048857593742	1	NA	1	1	ER	NA	NA	NA
MTR	483	2	0.0248447204968944	479	0.210363157917956	2	2	4	4	ER	NA	NA	NA
RYR2	483	1	0.082815734989648	479	0.688716121267751	1	NA	1	1	ER	NA	NA	NA
ZP4	483	3	0.0131124913733609	479	0.587344989592808	3	3	6	6	ER	NA	NA	NA
OPN3	483	1	0.0393374741200828	479	0.804637870406237	1	NA	3	3	ER	NA	NA	NA
WDR64	483	2	0.0683229813664596	479	0.511250471236548	2	2	12	12	ER	NA	NA	NA
EXO1	483	8	0.0025879917184265	479	0.297221683355435	8	8	44	43	MA	NA	NA	NA
SDCCAG8	483	1	0.0124223602484472	479	0.202286893166168	1	NA	1	1	ER	NA	NA	NA
C1orf100	483	1	0.010351966873706	479	0.783782962044659	1	NA	3	3	ER	NA	NA	NA
ADSS	483	1	0.0289855072463768	479	0.711469531411495	1	NA	1	1	ER	NA	NA	NA
C1orf101	483	4	0.0201863354037267	479	0.460043715020214	4	4	6	6	ER	NA	NA	NA
HNRNPU	483	1	0.0559006211180124	479	0.668322576128341	1	NA	1	1	ER	NA	NA	NA
ZNF695	483	2	0.0486542443064182	479	0.850128818446149	2	2	2	2	ER	NA	NA	NA
ZNF670	483	1	0.0041407867494824	479	0.721885669493134	1	NA	1	1	ER	NA	NA	NA
ZNF669	483	1	0.0062111801242236	479	0.735017253649983	1	NA	2	2	ER	NA	NA	NA
ZNF124	483	2	0.0248447204968944	479	0.613603589434284	2	2	7	7	ER	NA	NA	NA
NLRP3	483	2	0.0020703933747412	479	0.376952995512796	2	2	10	10	ER	NA	NA	NA
OR2B11	483	1	0.0041407867494824	479	0.706020691111669	1	NA	1	1	ER	NA	NA	NA
GCSAML	483	1	0.0351966873706004	479	0.408529107989379	NA	NA	56	53	Firth	NA	NA	NA
OR2G2	483	4	0.0874741200828157	479	0.785113792226542	4	3	116	104	MA	NA	NA	NA
OR2G3	483	1	0.0372670807453416	479	0.735143706840808	1	NA	1	1	ER	NA	NA	NA
OR13G1	483	1	0.0248447204968944	479	0.735143706840808	1	NA	1	1	ER	NA	NA	NA
OR6F1	483	1	0.0144927536231884	479	0.75610446668225	1	NA	2	2	ER	NA	NA	NA
OR14A2	483	2	0.0734989648033126	479	0.332556176360834	2	2	53	52	MA	NA	NA	NA
OR14K1	483	2	0.056935817805383	479	0.413441946571915	2	2	2	2	ER	NA	NA	NA
TRIM58	483	2	0.0600414078674948	479	0.4121878952749	2	2	334	280	MA	NA	NA	NA
OR2W3	483	4	0.0429606625258799	479	0.797472081150788	4	4	9	9	ER	NA	NA	NA
OR2L8	483	1	0.0248447204968944	479	0.792918274967468	1	NA	3	3	ER	NA	NA	NA
OR2AK2	483	2	0.082815734989648	479	0.839444326802422	2	2	3	3	ER	NA	NA	NA
OR2M3	483	1	0.122153209109731	479	0.272033830113837	1	NA	5	5	ER	NA	NA	NA
OR2M4	483	1	0.05175983436853	479	0.230321863413147	1	NA	1	1	ER	NA	NA	NA
OR2T12	483	1	0.0041407867494824	479	0.701124809904645	1	NA	1	1	ER	NA	NA	NA
OR14C36	483	2	0.125258799171843	479	0.113110780994801	2	2	410	325	MA	NA	NA	NA
OR2T4	483	2	0.0351966873706004	479	0.236531721484136	2	2	427	335	MA	NA	NA	NA
OR2G6	483	3	0.0117322291235335	479	0.834398022489907	3	2	2	2	ER	NA	NA	NA
OR2T11	483	2	0.036231884057971	479	0.371017936099891	2	2	10	9	ER	NA	NA	NA
OR2T27	483	1	0.0455486542443064	479	0.310883618131589	1	NA	12	12	ER	NA	NA	NA
OR14I1	483	2	0.0279503105590062	479	0.420179795902259	2	2	3	3	ER	NA	NA	NA
LYPD8	483	1	0	479	0.20576206893891	1	NA	1	1	ER	NA	NA	NA
ZNF692	483	1	0.0289855072463768	479	0.673621693257551	1	NA	1	1	ER	NA	NA	NA
TMEM18	483	1	0.0020703933747412	479	0.22191117473103	1	NA	1	1	ER	NA	NA	NA
SNTG2	483	3	0.00966183574879227	479	0.913721448760506	3	3	3	3	ER	NA	NA	NA
TPO	483	3	0.000690131124913734	479	0.504954905025477	3	3	3	3	ER	NA	NA	NA
PXDN	483	2	0.0062111801242236	479	0.103149587579721	2	2	2	2	ER	NA	NA	NA
MYT1L	483	1	0.0041407867494824	479	0.747884894949827	1	NA	2	2	ER	NA	NA	NA
TSSC1	483	1	0.0062111801242236	479	0.242059679926095	1	NA	1	1	ER	NA	NA	NA
TRAPPC12	483	3	0.00552104899930987	479	0.464742376179256	3	3	3	3	ER	NA	NA	NA
ADI1	483	1	0.0538302277432712	479	0.73810234219508	1	NA	2	2	ER	NA	NA	NA
RNASEH1	483	1	0.0082815734989648	479	0.216903828515903	1	NA	1	1	ER	NA	NA	NA
ALLC	483	6	0.0093167701863354	479	0.597433300996988	6	6	6	6	ER	NA	NA	NA
RSAD2	483	1	0.0351966873706004	479	0.20960102602915	1	NA	1	1	ER	NA	NA	NA
RNF144A	483	1	0.0372670807453416	479	0.153860886519941	1	NA	1	1	ER	NA	NA	NA
KIDINS220	483	3	0.0986887508626639	479	0.219166844598792	3	3	3	3	ER	NA	NA	NA
MBOAT2	483	1	0.115942028985507	479	0.730174987411484	1	NA	1	1	ER	NA	NA	NA
ASAP2	483	1	0.0020703933747412	479	0.652458377767271	1	NA	1	1	ER	NA	NA	NA
ITGB1BP1	483	2	0.0134575569358178	479	0.825725192528924	2	2	3	3	ER	NA	NA	NA
ADAM17	483	1	0.0248447204968944	479	0.166394690672719	1	NA	3	3	ER	NA	NA	NA
TAF1B	483	1	0.010351966873706	479	0.223141949670439	1	NA	1	1	ER	NA	NA	NA
GRHL1	483	1	0.0082815734989648	479	0.705370564928829	1	NA	1	1	ER	NA	NA	NA
KLF11	483	2	0.005175983436853	479	0.0716949883738484	2	2	2	2	ER	NA	NA	NA
ODC1	483	1	0.0496894409937888	479	0.0957787333955702	1	NA	2	2	ER	NA	NA	NA
ROCK2	483	1	0.0703933747412008	479	0.744712101677405	1	NA	2	2	ER	NA	NA	NA
GREB1	483	2	0.0144927536231884	479	0.325648559605741	2	2	2	2	ER	NA	NA	NA
LPIN1	483	2	0.0020703933747412	479	0.580175288123925	2	2	2	2	ER	NA	NA	NA
TRIB2	483	1	0.0020703933747412	479	0.735334917412685	1	NA	1	1	ER	NA	NA	NA
NBAS	483	2	0.0082815734989648	479	0.104432731748204	2	2	2	2	ER	NA	NA	NA
DDX1	483	1	0.0062111801242236	479	0.646899378515263	1	NA	1	1	ER	NA	NA	NA
RAD51AP2	483	4	0.0124223602484472	479	0.923359385079947	4	4	4	3	ER	NA	NA	NA
SMC6	483	1	0.0848861283643892	479	0.631757160244194	1	NA	1	1	ER	NA	NA	NA
GEN1	483	2	0.0331262939958592	479	0.365131779124901	2	2	176	155	MA	NA	NA	NA
MSGN1	483	1	0.0041407867494824	479	0.728305734326347	1	NA	1	1	ER	NA	NA	NA
NT5C1B	483	1	0.0186335403726708	479	0.732570898440636	1	NA	1	1	ER	NA	NA	NA
TTC32	483	2	0.0062111801242236	479	0.502715635254714	2	2	2	2	ER	NA	NA	NA
WDR35	483	2	0.0072463768115942	479	0.0720308009335371	2	2	4	4	ER	NA	NA	NA
MATN3	483	1	0.0455486542443064	479	0.686182909121521	1	NA	14	14	ER	NA	NA	NA
HS1BP3	483	2	0.0300207039337474	479	0.0495778592144492	2	2	17	17	ER	NA	NA	NA
C2orf43	483	1	0.0662525879917184	479	0.734087042389437	1	NA	1	1	ER	NA	NA	NA
TDRD15	483	3	0.144927536231884	479	0.715697603896519	3	1	1	1	ER	NA	NA	NA
ATAD2B	483	1	0.031055900621118	479	0.732661297194963	1	NA	1	1	ER	NA	NA	NA
C2orf44	483	1	0.010351966873706	479	0.22724925414105	1	NA	1	1	ER	NA	NA	NA
TP53I3	483	1	0.0020703933747412	479	0.657567481809305	1	NA	1	1	ER	NA	NA	NA
FAM228B	483	3	0.0144927536231884	479	0.518524599177379	3	3	25	24	ER.A	NA	NA	NA
ITSN2	483	1	0.167701863354037	479	0.826737373361332	1	NA	4	4	ER	NA	NA	NA
CENPO	483	4	0.0031055900621118	479	0.533144728019369	4	4	10	10	ER	NA	NA	NA
DNAJC27	483	1	0.0020703933747412	479	0.659810210891334	1	NA	1	1	ER	NA	NA	NA
DNMT3A	483	1	0.0062111801242236	479	0.700533155057066	1	NA	1	1	ER	NA	NA	NA
DTNB	483	2	0.0269151138716356	479	0.278656528875264	2	2	2	2	ER	NA	NA	NA
ASXL2	483	2	0.0320910973084886	479	0.067202785976808	2	2	5	5	ER	NA	NA	NA
GAREML	483	1	0.0144927536231884	479	0.122414354950207	1	NA	2	2	ER	NA	NA	NA
HADHA	483	4	0	479	0.641860414146168	4	4	5	5	ER	NA	NA	NA
HADHB	483	1	0.010351966873706	479	0.237728830138389	1	NA	1	1	ER	NA	NA	NA
GPR113	483	8	0.0191511387163561	479	0.34731380888541	8	8	63	62	MA	NA	NA	NA
DRC1	483	5	0.0211180124223602	479	0.62767257553175	5	5	68	65	MA	NA	NA	NA
OTOF	483	5	0.0385093167701863	479	0.856885962364249	5	5	5	5	ER	NA	NA	NA
C2orf70	483	3	0.0138026224982747	479	0.970853939176718	3	3	15	15	ER	NA	NA	NA
CIB4	483	1	0.0372670807453416	479	0.467402906540274	1	NA	4	4	ER	NA	NA	NA
SLC35F6	483	1	0.0144927536231884	479	0.198654889862347	1	NA	1	1	ER	NA	NA	NA
TMEM214	483	4	0.0020703933747412	479	1	4	4	316	254	MA	NA	NA	NA
KHK	483	2	0.005175983436853	479	0.356442719707988	2	2	2	2	ER	NA	NA	NA
ABHD1	483	5	0.0157349896480331	479	0.654825510525838	5	5	15	15	ER	NA	NA	NA
PREB	483	2	0.0641821946169772	479	0.0958760274999383	2	2	2	2	ER	NA	NA	NA
C2orf53	483	1	0	479	0.475901023832587	1	NA	4	4	ER	NA	NA	NA
SLC5A6	483	1	0.0910973084886128	479	0.726678013881002	1	NA	1	1	ER	NA	NA	NA
ATRAID	483	1	0.0082815734989648	479	0.221744630472225	1	NA	1	1	ER	NA	NA	NA
CAD	483	2	0.015527950310559	479	0.828595205822072	2	2	3	3	ER	NA	NA	NA
DNAJC5G	483	1	0.0186335403726708	479	0.420857001390005	1	NA	3	3	ER	NA	NA	NA
TRIM54	483	1	0.0020703933747412	479	0.198003225405028	1	NA	1	1	ER	NA	NA	NA
GTF3C2	483	1	0.0124223602484472	479	0.249112191927918	1	NA	1	1	ER	NA	NA	NA
EIF2B4	483	1	0.0020703933747412	479	0.714856423890441	1	NA	1	1	ER	NA	NA	NA
SNX17	483	1	0.0165631469979296	479	0.477747259710753	1	NA	4	4	ER	NA	NA	NA
IFT172	483	3	0.0200138026224983	479	0.883101782631096	3	3	3	3	ER	NA	NA	NA
GCKR	483	4	0.0119047619047619	479	0.268649098197678	4	4	402	327	MA	NA	NA	NA
AC109829.1	483	1	0.0289855072463768	479	0.659771774857223	1	NA	1	1	ER	NA	NA	NA
C2orf16	483	2	0.0093167701863354	479	0.459913519272798	2	2	2	2	ER	NA	NA	NA
CCDC121	483	1	0.0041407867494824	479	0.64424371282676	1	NA	11	11	ER	NA	NA	NA
GPN1	483	1	0.0476190476190476	479	0.193759910558544	1	NA	1	1	ER	NA	NA	NA
SUPT7L	483	1	0.0020703933747412	479	0.233689740031292	1	NA	1	1	ER	NA	NA	NA
SLC4A1AP	483	2	0.0424430641821946	479	0.0763716176788888	2	2	2	2	ER	NA	NA	NA
RBKS	483	3	0.0469289164941339	479	0.733942215546249	3	3	11	11	ER	NA	NA	NA
BRE	483	1	0.0041407867494824	479	0.0218656166193075	1	NA	6	6	ER	NA	NA	NA
PLB1	483	11	0.0169395821569735	479	0.568453963489258	11	11	23	22	ER.A	NA	NA	NA
SPDYA	483	1	0.010351966873706	479	0.70966136098675	1	NA	1	1	ER	NA	NA	NA
TRMT61B	483	2	0.0124223602484472	479	0.00204363853299503	2	2	7	7	ER	NA	NA	NA
FAM179A	483	7	0.023365868086365	479	0.647172769193135	7	7	12	12	ER	NA	NA	NA
C2orf71	483	5	0.0434782608695652	479	0.752932372331977	5	4	41	37	MA	NA	NA	NA
CLIP4	483	2	0.0734989648033126	479	0.554395990648155	2	2	2	2	ER	NA	NA	NA
LCLAT1	483	1	0.0144927536231884	479	0.673621693257551	1	NA	1	1	ER	NA	NA	NA
CAPN13	483	6	0.0293305728088337	479	0.852781831110449	6	6	10	10	ER	NA	NA	NA
GALNT14	483	1	0.0124223602484472	479	0.728433646780713	1	NA	2	2	ER	NA	NA	NA
CAPN14	483	3	0.054520358868185	479	0.575217981177791	3	3	3	3	ER	NA	NA	NA
XDH	483	8	0.0072463768115942	479	0.455657807460833	8	8	12	12	ER	NA	NA	NA
SPAST	483	1	0.0020703933747412	479	0.74449065411444	1	NA	2	2	ER	NA	NA	NA
TTC27	483	2	0.0279503105590062	479	0.854401788808779	2	2	2	2	ER	NA	NA	NA
